H3347,Local CCP,"ELDERPLAN, INC.",Elderplan,"Elderplan, Inc.",3,3,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3351,Local CCP,"EXCELLUS HEALTH PLAN, INC.","Excellus Health Plan, Inc","Lifetime Healthcare, Inc.",5,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3359,Local CCP,"MANAGED HEALTH, INC.",Healthfirst Medicare Plan,"Healthfirst, Inc.",4,3,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3361,Local CCP,"WELLCARE OF NEW YORK, INC.",WellCare,"WellCare Health Plans, Inc.",3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3362,Local CCP,"INDEPENDENT HEALTH ASSOCIATION, INC.",Independent Health,"Independent Health Association, Inc.",4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3370,Local CCP,"EMPIRE HEALTHCHOICE HMO, INC.",Empire BlueCross BlueShield,"WellPoint, Inc.",4,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3379,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,Not enough data available,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3384,Local CCP,HEALTHNOW NEW YORK INC.,BCBS of WNY/BS of NENY/HealthNow New York Inc.,HealthNow New York Inc.,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3387,Local CCP,"UNITEDHEALTHCARE OF NEW YORK, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3,3,Not enough data available,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3388,Local CCP,"CAPITAL DISTRICT PHYSICIANS' HEALTH PLAN, INC.",CDPHP Medicare Choices,"Capital District Physicians' Health Plan, Inc.",4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3404,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,4,4,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3405,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3409,Demo,OPTIMA HEALTH PLAN,Optima Health Plan,Sentara Health Care (SHC),Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3421,PFFS,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",3,3,4,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3447,Local CCP,"HEALTHKEEPERS, INC.",Anthem HealthKeepers,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3449,Local CCP,BLUE CROSS AND BLUE SHIELD OF NORTH CAROLINA,Blue Cross and Blue Shield of North Carolina,Blue Cross and Blue Shield of North Carolina,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3456,Local CCP,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3471,Local CCP,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",Health Alliance Medicare,Health Alliance Medical Plans,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3480,Demo,"HUMANA HEALTH PLAN, INC.","Humana Health Plan, Inc.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3503,1876 Cost,SANFORD HEART OF AMERICA HEALTH PLAN,Heart of America Health Plan,Sanford Health Plan,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3528,Local CCP,"CONNECTICARE, INC.","ConnectiCare, Inc.","EmblemHealth, Inc.",4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3533,Local CCP,"HUMANA HEALTH COMPANY OF NEW YORK, INC.","Humana Health Company of New York, Inc.",Humana Inc.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3536,Local CCP,"MATTHEW THORNTON HEALTH PLAN, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3597,Local CCP,"AETNA HEALTH, INC. (ME)",Aetna Medicare,Aetna Inc.,4,4,5,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3620,Local CCP,AULTCARE INSURANCE COMPANY,PrimeTime Health Plan,Aultman Health Foundation,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3623,Local CCP,"AETNA HEALTH,  INC. (PA)",Aetna Medicare,Aetna Inc.,3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3635,Local CCP,"HHH CHOICES HEALTH PLAN, LLC",HHH Choices Gold,"HHCS, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3653,Local CCP,"PARAMOUNT CARE, INC.",Paramount Elite,Promedica Health System,4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3655,Local CCP,COMMUNITY INSURANCE COMPANY,Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3659,Local CCP,"UNITEDHEALTHCARE OF OHIO, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3660,Local CCP,SUMMACARE INC.,SummaCare Medicare Advantage Plans,Summa Health System,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3664,Local CCP,AULTCARE INSURANCE COMPANY,PrimeTime Health Plan,Aultman Health Foundation,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3668,Local CCP,"MOUNT CARMEL HEALTH PLAN, INC.",MediGold,Trinity Health,3,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3672,Local CCP,HOMETOWN HEALTH PLAN,The Health Plan,Health Plan of the Upper Ohio Valley,3,4,5,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3706,Local CCP,"TODAYS OPTIONS OF OKLAHOMA, INC.",Universal American Corp.,Universal American Corp.,3,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3708,Local CCP,"SELECTCARE OF OKLAHOMA, INC.",Universal American Corp.,Universal American Corp.,Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3712,Local CCP,"PREFERRED MEDICAL PLAN, INC.",Preferred Medical Plan,"Preferred Medical Plan, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3749,Local CCP,"UNITEDHEALTHCARE OF OKLAHOMA, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3755,Local CCP,"COMMUNITY CARE HMO, INC",CommunityCare Senior Health Plan (HMO),"CommunityCare Managed Healthcare Plans of OK, Inc.",4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3794,Local CCP,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3805,Local CCP,"UNITEDHEALTHCARE OF OREGON, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3810,Local CCP,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,CareSource,Mid Rogue IPA Holding Company,3,3,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3811,Local CCP,"SAMARITAN HEALTH PLANS, INC.",Samaritan Advantage Health Plan,Samaritan Health Services,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3812,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3813,Local CCP,"MODA HEALTH PLAN, INC.","MODA Health Plan, Inc.","Health Services Group, Inc.",5,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3814,Local CCP,ATRIO HEALTH PLANS,ATRIO Health Plans,ATRIO Health Plans,2,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3815,Local CCP,CITIZENS CHOICE HEALTHPLAN,Citizens Choice Healthplan,Honored Citizens Choice Health Plan,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3817,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",4,4,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3818,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,2,2,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3822,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross Blue Shield of IL, NM",Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3832,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,4,4,4,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3864,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3887,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3907,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3909,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,Independence Blue Cross,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3912,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,5,Not enough data available,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3916,Local CCP,HIGHMARK HEALTH SERVICES,Highmark Health Services,Highmark,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3921,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3923,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3924,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,4,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3928,Local CCP,"COVENTRY HEALTH CARE OF LOUISIANA, INC.","Coventry Health Care of Louisiana, Inc.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3931,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,4,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3945,Local CCP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3949,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3952,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,Independence Blue Cross,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3954,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3957,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.","Keystone Health Plan West, Inc.",Highmark,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3959,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3962,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,4,4,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3979,Local CCP,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Blue Cross Blue Shield of OK,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3992,Demo,"PROCARE HEALTH PLAN, INC.","ProCare Health Plan, Inc.","Vanguard Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4003,Local CCP,"MMM HEALTHCARE, INC.",Medicare y Mucho Mßs,InnovaCare Inc.,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4004,Local CCP,"PREFERRED MEDICARE CHOICE, INC.","Preferred Medicare Choice, Inc.",InnovaCare Inc.,4,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4005,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4006,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,3,3,3,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4011,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",3,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4012,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,4,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4036,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",3,4,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4079,Demo,"UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare of Washington, Inc.","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4102,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4123,Local CCP,"MERCYCARE HMO, INC.",MercyCare Health Plans,"Mercy Alliance, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4125,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,2,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4141,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4145,Local CCP,"HUMANA REGIONAL HEALTH PLAN, INC.","Humana Regional Health Plan, Inc.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4152,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4199,Local CCP,"FLORIDA HEALTHCARE PLUS, INC.",FLORIDA HEALTHCARE PLUS,"Florida Healthcare Plus, Inc.",Not enough data available,Not enough data available,Not enough data available,2,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4209,Local CCP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),3,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4211,Local CCP,"AMGP GEORGIA MANAGED CARE COMPANY, INC.",Amerigroup,"WellPoint, Inc.",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4213,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,2,3,3,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4227,Local CCP,"VISTA HEALTH PLAN, INC.","Vista Health Plan, Inc.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4268,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",3,3,4,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4270,Local CCP,"UCARE HEALTH, INC.",UCare,UCare Minnesota,4,4,5,4,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4279,Local CCP,"UPMC FOR YOU, INC",UPMC for You,University of Pittsburgh Medical Center,4,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4337,Demo,"COVENTRY HEALTH CARE OF VIRGINIA, INC.",CoventryCares Advantage,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4346,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,"WellPoint, Inc.",4,4,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4406,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4407,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4408,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4454,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4456,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4461,Local CCP,CARITEN HEALTH PLAN INC.,"Cariten Health Plan, Inc.",Humana Inc.,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4465,Demo,"INDEPENDENCE CARE SYSTEM, INC.","Independence Care System, Inc.",Paraprofessional Healthcare Institute,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4506,Local CCP,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,Universal American Corp.,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4510,Local CCP,"HUMANA HEALTH PLAN OF TEXAS, INC.","HUMANA HEALTH PLAN OF TEXAS, INC.",Humana Inc.,4,4,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4513,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4514,Local CCP,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4520,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4522,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,2,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4523,Local CCP,"AETNA HEALTH, INC. (TX)",Aetna Medicare,Aetna Inc.,3,3,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4524,Local CCP,AETNA LIFE INSURANCE COMPANY,Aetna Medicare,Aetna Inc.,4,4,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4525,Local CCP,"SHA, L.L.C",FirstCare Advantage,Covenant Health - Hendrick Medical Center,3,3,4,5,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4527,Local CCP,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,PHYSICIANS HEALTH CHOICE,"UnitedHealth Group, Inc.",4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4528,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,4,3,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4564,1876 Cost,SCOTT AND WHITE HEALTH PLAN,Scott and White Health Plan SeniorCare,Scott and White Healthcare,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4590,Local CCP,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4604,Local CCP,"UNITEDHEALTHCARE OF UTAH, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4605,Local CCP,REGENCE BLUECROSS BLUESHIELD OF UTAH,Regence BlueCross BlueShield of Utah,"Cambia Health Solutions, Inc.",4,3,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4606,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,3,3,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4712,Demo,"BLUE CROSS OF IDAHO CARE PLUS, INC.",Idaho Care Plus,"Blue Cross of Idaho Health Services, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4738,Local CCP,"AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Health Plans, Inc.","America's 1st Choice Holdings of S.C., LLC",Not enough data available,Not enough data available,Not enough data available,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4740,Demo,"CATHOLIC MANAGED LONG TERM CARE, INC.",ArchCare Community Advantage,Catholic Health Care System,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4754,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,4,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4837,Local CCP,"UNITEDHEALTHCARE OF WISCONSIN, INC.",UnitedHealthcare Community Plan,"UnitedHealth Group, Inc.",3,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4866,Local CCP,CUATRO LLC,Access Medicare,Cuatro LLC.,2,Not enough data available,3,2,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4871,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4875,Local CCP,PRIORITY HEALTH,Priority Health Medicare,Spectrum Health System,4,4,5,3,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4876,Local CCP,"CONSTELLATION HEALTH, LLC.",Constellation Health,"Constellation Health, LLC.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
