2014 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,"HD1: Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,HD2: Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,HD3: Member Experience with Health Plan,,,,,,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",,,,HD5: Health Plan Customer Service,,
,,,,,C01: Breast Cancer Screening,C02: Colorectal Cancer Screening,C03: Cardiovascular Care – Cholesterol Screening,C04: Diabetes Care – Cholesterol Screening,C05: Glaucoma Testing,C06: Annual Flu Vaccine,C07: Improving or Maintaining Physical Health,C08: Improving or Maintaining Mental Health,C09: Monitoring Physical Activity,C10: Adult BMI Assessment,C11: Care for Older Adults – Medication Review,C12: Care for Older Adults – Functional Status Assessment,C13: Care for Older Adults – Pain Screening,C14: Osteoporosis Management in Women who had a Fracture,C15: Diabetes Care – Eye Exam,C16: Diabetes Care – Kidney Disease Monitoring,C17: Diabetes Care – Blood Sugar Controlled,C18: Diabetes Care – Cholesterol Controlled,C19: Controlling Blood Pressure,C20: Rheumatoid Arthritis Management,C21: Improving Bladder Control,C22: Reducing the Risk of Falling,C23: Plan All-Cause Readmissions,C24: Getting Needed Care,C25: Getting Appointments and Care Quickly,C26: Customer Service,C27: Rating of Health Care Quality,C28: Rating of Health Plan,C29: Care Coordination,C30: Complaints about the Health Plan,C31: Beneficiary Access and Performance Problems,C32: Members Choosing to Leave the Plan,C33: Health Plan Quality Improvement,C34: Plan Makes Timely Decisions about Appeals,C35: Reviewing Appeals Decisions,C36: Call Center – Foreign Language Interpreter and TTY Availability
H3817,Local CCP,REGENCE BLUECROSS BLUESHIELD OF OREGON,Regence BlueCross BlueShield of Oregon,"Cambia Health Solutions, Inc.",77%,66%,89%,87%,79%,78%,64%,80%,52%,78%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,21%,78%,90%,60%,40%,63%,87%,47%,58%,10%,87%,79%,92%,87%,87%,87%,0.07,100,3%,Medicare shows only a Star Rating for this topic,90%,80%,97%
H3818,Local CCP,"FAMILYCARE HEALTH PLANS, INC.","FamilyCare Health Plans, Inc.",FamilyCare Incorporated,56%,44%,71%,77%,50%,67%,62%,79%,44%,75%,58%,16%,43%,Not enough data available,51%,77%,54%,36%,52%,Not enough data available,33%,57%,14%,83%,78%,85%,84%,78%,85%,0.06,80,10%,Medicare shows only a Star Rating for this topic,94%,Not enough data available,91%
H3822,Local CCP,HEALTH CARE SERVICE CORPORATION,"Blue Cross Blue Shield of IL, NM",Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,2.07,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,99%
H3832,Local CCP,HAWAII MEDICAL SERVICE ASSOCIATION,Akamai Advantage by HMSA,Hawaii Medical Service Association,80%,74%,90%,96%,82%,80%,Plan too new to be measured,Plan too new to be measured,50%,71%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,84%,92%,81%,62%,57%,74%,42%,62%,7%,86%,73%,87%,88%,88%,85%,0.08,80,2%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,95%
H3864,Local CCP,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Medicare,PacificSource Health Plans,67%,76%,91%,88%,75%,74%,65%,79%,46%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,24%,79%,88%,87%,60%,65%,82%,34%,57%,8%,85%,79%,90%,86%,85%,85%,0.21,80,6%,Medicare shows only a Star Rating for this topic,97%,89%,100%
H3887,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",61%,49%,83%,86%,47%,65%,58%,75%,54%,72%,96%,100%,99%,14%,49%,86%,61%,44%,54%,71%,32%,63%,12%,81%,72%,83%,82%,80%,80%,0.54,0,10%,Medicare shows only a Star Rating for this topic,90%,92%,94%
H3907,Local CCP,"UPMC HEALTH PLAN, INC.",UPMC Health Plan,University of Pittsburgh Medical Center,73%,67%,91%,90%,75%,75%,66%,78%,42%,80%,No data available,No data available,No data available,38%,72%,94%,81%,46%,64%,76%,37%,60%,17%,87%,77%,92%,87%,87%,86%,0.07,100,4%,Medicare shows only a Star Rating for this topic,83%,93%,96%
H3909,Local CCP,QCC INSURANCE COMPANY,Personal Choice 65 PPO,Independence Blue Cross,73%,66%,90%,90%,72%,80%,73%,79%,51%,64%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,9%,76%,91%,75%,54%,61%,79%,41%,59%,13%,87%,78%,89%,89%,87%,87%,0.16,40,4%,Medicare shows only a Star Rating for this topic,79%,100%,90%
H3912,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",28%,22%,Not enough data available,84%,84%,Plan too small to be measured,Not enough data available,Not enough data available,38%,93%,92%,96%,94%,Not enough data available,84%,87%,75%,60%,Not enough data available,Not enough data available,Not enough data available,85%,5%,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.00,0,3%,Medicare shows only a Star Rating for this topic,60%,Not enough data available,92%
H3916,Local CCP,HIGHMARK HEALTH SERVICES,Highmark Health Services,Highmark,74%,60%,87%,88%,75%,75%,68%,82%,50%,76%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,65%,86%,75%,52%,58%,82%,44%,53%,11%,85%,77%,87%,87%,83%,88%,0.11,100,10%,Medicare shows only a Star Rating for this topic,98%,88%,90%
H3921,Local CCP,UNITEDHEALTHCARE INSURANCE COMPANY,UnitedHealthcare,"UnitedHealth Group, Inc.",50%,46%,84%,84%,55%,73%,Plan too small to be measured,Plan too small to be measured,41%,68%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,24%,50%,88%,70%,48%,55%,84%,32%,58%,12%,83%,75%,85%,84%,82%,84%,0.45,0,12%,Medicare shows only a Star Rating for this topic,85%,Not enough data available,96%
H3923,Local CCP,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital Advantage Insurance Company,Capital BlueCross,72%,67%,89%,92%,72%,77%,68%,81%,49%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,69%,91%,83%,59%,64%,85%,42%,57%,11%,86%,77%,87%,85%,84%,86%,0.30,80,8%,Medicare shows only a Star Rating for this topic,96%,93%,88%
H3924,Local CCP,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Gold,Geisinger Health System,68%,68%,91%,91%,70%,69%,68%,80%,44%,89%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,58%,73%,91%,87%,63%,72%,89%,28%,48%,11%,85%,80%,89%,88%,85%,88%,0.25,80,12%,Medicare shows only a Star Rating for this topic,100%,86%,87%
H3928,Local CCP,"COVENTRY HEALTH CARE OF LOUISIANA, INC.","Coventry Health Care of Louisiana, Inc.",Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3931,Local CCP,"AETNA HEALTH, INC, (PA)",Aetna Medicare,Aetna Inc.,68%,71%,90%,90%,76%,82%,66%,79%,49%,71%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,12%,69%,88%,79%,56%,60%,83%,35%,65%,13%,87%,78%,88%,87%,84%,87%,0.24,20,7%,Medicare shows only a Star Rating for this topic,97%,93%,95%
H3945,Local CCP,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Cigna-HealthSpring,CIGNA,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3949,Local CCP,"BRAVO HEALTH PENNSYLVANIA, INC.",Cigna-HealthSpring,CIGNA,74%,67%,91%,90%,80%,72%,66%,75%,44%,84%,66%,49%,54%,27%,69%,93%,71%,46%,54%,70%,32%,70%,14%,84%,75%,89%,85%,85%,84%,0.29,80,8%,Medicare shows only a Star Rating for this topic,92%,88%,90%
H3952,Local CCP,"KEYSTONE HEALTH PLAN EAST, INC.",Keystone 65 HMO,Independence Blue Cross,73%,72%,92%,94%,74%,79%,70%,75%,44%,67%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,73%,91%,81%,60%,63%,70%,35%,65%,13%,89%,77%,88%,88%,86%,88%,0.15,40,4%,Medicare shows only a Star Rating for this topic,85%,86%,90%
H3954,Local CCP,GEISINGER HEALTH PLAN,Geisinger Gold,Geisinger Health System,80%,79%,94%,92%,79%,78%,67%,81%,40%,92%,94%,81%,82%,60%,81%,94%,88%,66%,77%,87%,35%,57%,11%,88%,79%,91%,89%,89%,88%,0.12,80,3%,Medicare shows only a Star Rating for this topic,98%,93%,87%
H3957,Local CCP,"KEYSTONE HEALTH PLAN WEST, INC.","Keystone Health Plan West, Inc.",Highmark,67%,65%,90%,90%,79%,77%,67%,77%,45%,88%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14%,75%,88%,85%,65%,74%,78%,33%,62%,12%,89%,77%,93%,88%,86%,88%,0.07,100,5%,Medicare shows only a Star Rating for this topic,96%,83%,90%
H3959,Local CCP,"HEALTHAMERICA PENNSYLVANIA, INC.",HealthAmerica,Aetna Inc.,78%,70%,94%,92%,76%,75%,66%,79%,36%,95%,No data available,No data available,No data available,37%,87%,93%,89%,68%,84%,82%,31%,56%,11%,87%,80%,91%,87%,87%,87%,0.12,80,4%,Medicare shows only a Star Rating for this topic,90%,78%,92%
H3962,Local CCP,"KEYSTONE HEALTH PLAN CENTRAL, INC.","Keystone Health Plan Central, Inc.",Capital BlueCross,72%,70%,90%,88%,72%,78%,71%,79%,43%,91%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18%,78%,88%,88%,62%,72%,78%,37%,66%,12%,88%,79%,88%,88%,87%,89%,0.22,80,4%,Medicare shows only a Star Rating for this topic,100%,74%,88%
H3979,Local CCP,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Blue Cross Blue Shield of OK,Health Care Service Corporation,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3992,Demo,"PROCARE HEALTH PLAN, INC.","ProCare Health Plan, Inc.","Vanguard Health System, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4003,Local CCP,"MMM HEALTHCARE, INC.",Medicare y Mucho Mßs,InnovaCare Inc.,78%,68%,93%,93%,66%,40%,70%,76%,54%,94%,89%,87%,87%,19%,60%,94%,74%,50%,63%,47%,38%,74%,10%,85%,72%,90%,89%,92%,78%,0.16,7,12%,Medicare shows only a Star Rating for this topic,90%,71%,85%
H4004,Local CCP,"PREFERRED MEDICARE CHOICE, INC.","Preferred Medicare Choice, Inc.",InnovaCare Inc.,78%,71%,92%,89%,65%,41%,72%,76%,53%,98%,87%,86%,86%,15%,64%,91%,70%,44%,67%,42%,41%,68%,11%,87%,72%,91%,90%,94%,82%,0.13,7,13%,Medicare shows only a Star Rating for this topic,92%,65%,90%
H4005,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,77%,68%,95%,95%,69%,37%,77%,75%,63%,63%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,60%,91%,41%,34%,44%,65%,36%,72%,10%,84%,67%,86%,87%,83%,76%,0.62,0,13%,Medicare shows only a Star Rating for this topic,87%,83%,70%
H4006,Local CCP,"MCS ADVANTAGE, INC.",MCS Classicare,"Medical Card System, Inc.",78%,68%,95%,92%,71%,26%,67%,79%,60%,79%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,61%,85%,42%,28%,59%,53%,37%,64%,8%,87%,67%,90%,89%,88%,77%,0.28,60,20%,Medicare shows only a Star Rating for this topic,89%,83%,89%
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,77%,61%,93%,90%,57%,38%,66%,68%,54%,68%,59%,51%,56%,10%,48%,88%,50%,32%,52%,38%,Not enough data available,73%,11%,81%,71%,88%,88%,92%,79%,0.37,100,19%,Medicare shows only a Star Rating for this topic,97%,92%,99%
H4011,Local CCP,"FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",74%,63%,95%,92%,66%,29%,66%,71%,60%,56%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20%,55%,90%,CMS identified issues with this plan's data,19%,CMS identified issues with this plan's data,66%,37%,66%,CMS identified issues with this plan's data,85%,68%,87%,88%,89%,76%,0.22,60,2%,Medicare shows only a Star Rating for this topic,53%,58%,74%
H4012,Local CCP,"TRIPLE-S SALUD, INC.","Triple-S Salud, Inc.",Triple-S Management Corporation,81%,70%,96%,93%,68%,39%,69%,79%,55%,77%,23%,38%,46%,21%,58%,92%,44%,32%,42%,51%,Not enough data available,64%,9%,86%,70%,89%,90%,88%,80%,1.08,0,34%,Medicare shows only a Star Rating for this topic,86%,81%,70%
H4036,Local CCP,"ANTHEM INSURANCE COMPANIES, INC.",Anthem Blue Cross and Blue Shield,"WellPoint, Inc.",73%,67%,90%,91%,62%,74%,66%,80%,48%,76%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,15%,62%,93%,86%,60%,70%,88%,35%,54%,12%,86%,80%,79%,87%,82%,89%,1.14,40,14%,Medicare shows only a Star Rating for this topic,74%,77%,97%
H4079,Demo,"UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealthcare of Washington, Inc.","UnitedHealth Group, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4102,Local CCP,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",74%,69%,89%,89%,78%,79%,66%,78%,47%,78%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,12%,70%,88%,77%,59%,66%,73%,35%,57%,13%,85%,75%,85%,87%,83%,82%,0.11,0,3%,Medicare shows only a Star Rating for this topic,88%,91%,96%
H4123,Local CCP,"MERCYCARE HMO, INC.",MercyCare Health Plans,"Mercy Alliance, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,80,Not enough data available,Not enough data available,Not enough data available,Not enough data available,97%
H4125,Local CCP,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",Cigna-HealthSpring,CIGNA,55%,23%,Not enough data available,81%,0%,60%,60%,75%,36%,37%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,11%,86%,35%,11%,39%,Not enough data available,30%,51%,12%,77%,72%,80%,83%,74%,84%,3.44,80,14%,Medicare shows only a Star Rating for this topic,89%,Not enough data available,92%
H4141,Local CCP,"HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.","Humana Employers Health Plan of Georgia, Inc.",Humana Inc.,65%,52%,91%,87%,58%,72%,66%,80%,52%,74%,Not enough data available,Not enough data available,Not enough data available,Not enough data available,49%,90%,70%,45%,60%,72%,35%,56%,12%,84%,72%,87%,87%,86%,84%,0.55,100,11%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
H4145,Local CCP,"HUMANA REGIONAL HEALTH PLAN, INC.","Humana Regional Health Plan, Inc.",Humana Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4152,Local CCP,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,79%,80%,92%,90%,80%,81%,67%,82%,50%,81%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,75%,87%,84%,59%,74%,89%,33%,67%,14%,88%,77%,92%,87%,83%,86%,0.13,2,4%,Medicare shows only a Star Rating for this topic,89%,88%,93%
H4199,Local CCP,"FLORIDA HEALTHCARE PLUS, INC.",FLORIDA HEALTHCARE PLUS,"Florida Healthcare Plus, Inc.",Not enough data available,Not enough data available,Not enough data available,85%,Not enough data available,43%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,No data available,No data available,No data available,Not enough data available,58%,91%,69%,48%,87%,Not enough data available,Plan too new to be measured,Plan too new to be measured,Not enough data available,Not enough data available,73%,Not enough data available,Not enough data available,84%,Not enough data available,2.97,80,44%,Not enough data available,Not enough data available,Not enough data available,3%
H4209,Local CCP,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,Blue Cross Blue Shield of South Carolina,BlueCross BlueShield of South Carolina (BCBSSC),65%,53%,82%,81%,62%,68%,70%,79%,49%,65%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16%,54%,87%,70%,51%,55%,77%,37%,60%,13%,83%,71%,85%,84%,81%,88%,0.31,100,28%,Medicare shows only a Star Rating for this topic,99%,71%,94%
H4211,Local CCP,"AMGP GEORGIA MANAGED CARE COMPANY, INC.",Amerigroup,"WellPoint, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available,67,Not enough data available,Not enough data available,Not enough data available,Not enough data available,96%
H4213,PFFS,USABLE MUTUAL INSURANCE COMPANY,ARKANSAS BLUE CROSS AND BLUE SHIELD,USAble Mutual Insurance Company,57%,42%,81%,81%,60%,67%,Not enough data available,Not enough data available,42%,62%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,9%,54%,80%,58%,38%,53%,82%,38%,56%,15%,87%,73%,87%,85%,85%,84%,0.35,100,8%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,94%
H4227,Local CCP,"VISTA HEALTH PLAN, INC.","Vista Health Plan, Inc.",Independence Blue Cross,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Not enough data available,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,94%
H4268,PFFS,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.",America's 1st Choice Insurance Company of NC,"America's 1st Choice Holdings of N.C., LLC",65%,44%,86%,86%,67%,66%,Plan too new to be measured,Plan too new to be measured,50%,54%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available,57%,86%,53%,35%,40%,Not enough data available,39%,64%,13%,85%,75%,89%,85%,85%,87%,0.63,80,35%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,94%
H4270,Local CCP,"UCARE HEALTH, INC.",UCare,UCare Minnesota,80%,62%,89%,90%,75%,72%,64%,84%,45%,84%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19%,72%,89%,72%,56%,73%,85%,30%,50%,11%,89%,83%,90%,89%,88%,88%,0.14,100,5%,Medicare shows only a Star Rating for this topic,Not enough data available,Not enough data available,94%
H4279,Local CCP,"UPMC FOR YOU, INC",UPMC for You,University of Pittsburgh Medical Center,63%,61%,86%,87%,79%,68%,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,67%,93%,82%,91%,Not enough data available,71%,93%,73%,45%,59%,74%,Plan too new to be measured,Plan too new to be measured,21%,91%,79%,94%,89%,91%,87%,0.03,100,3%,Not enough data available,92%,Not enough data available,94%
H4337,Demo,"COVENTRY HEALTH CARE OF VIRGINIA, INC.",CoventryCares Advantage,Aetna Inc.,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4346,Local CCP,CAREMORE HEALTH PLAN OF NEVADA,CareMore Health Plan of Nevada,"WellPoint, Inc.",72%,78%,85%,90%,73%,70%,Not enough data available,Not enough data available,53%,90%,87%,83%,88%,Not enough data available,58%,97%,82%,55%,83%,70%,28%,65%,9%,80%,70%,90%,84%,86%,77%,0.41,80,13%,Medicare shows only a Star Rating for this topic,97%,87%,91%
H4406,Local CCP,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.",UnitedHealthcare,"UnitedHealth Group, Inc.",60%,47%,85%,84%,48%,67%,65%,76%,47%,82%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,13%,47%,89%,69%,47%,56%,81%,30%,57%,11%,86%,72%,85%,86%,83%,85%,0.77,0,18%,Medicare shows only a Star Rating for this topic,97%,Not enough data available,96%
H4407,Local CCP,"HEALTHSPRING OF TENNESSEE, INC.",Cigna-HealthSpring,CIGNA,80%,83%,90%,90%,77%,72%,66%,75%,43%,96%,88%,90%,90%,41%,75%,94%,83%,58%,65%,90%,31%,54%,12%,89%,74%,90%,86%,88%,87%,0.30,80,9%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,92%
H4408,Local CCP,HUMANA INSURANCE COMPANY,Humana Insurance Company,Humana Inc.,65%,51%,91%,88%,61%,64%,67%,78%,49%,75%,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14%,53%,87%,72%,49%,66%,77%,33%,53%,13%,86%,72%,88%,86%,85%,86%,0.26,100,17%,Medicare shows only a Star Rating for this topic,100%,Not enough data available,96%
