H3456,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NORTH CAROLINA, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3471,Local CCP,Health Alliance Medicare,"HEALTH ALLIANCE NORTHWEST HEALTH PLAN, INC.",Health Alliance Medical Plans,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3480,Demo,"Humana Health Plan, Inc.","HUMANA HEALTH PLAN, INC.",Humana Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3503,1876 Cost,Heart of America Health Plan,SANFORD HEART OF AMERICA HEALTH PLAN,Sanford Health Plan,No,No,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3528,Local CCP,"ConnectiCare, Inc.","CONNECTICARE, INC.","EmblemHealth, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3533,Local CCP,"Humana Health Company of New York, Inc.","HUMANA HEALTH COMPANY OF NEW YORK, INC.",Humana Inc.,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3536,Local CCP,Anthem Blue Cross and Blue Shield,"MATTHEW THORNTON HEALTH PLAN, INC.","WellPoint, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3597,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (ME)",Aetna Inc.,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3620,Local CCP,PrimeTime Health Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,No,No,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3623,Local CCP,Aetna Medicare,"AETNA HEALTH,  INC. (PA)",Aetna Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3635,Local CCP,HHH Choices Gold,"HHH CHOICES HEALTH PLAN, LLC","HHCS, Inc.",Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3653,Local CCP,Paramount Elite,"PARAMOUNT CARE, INC.",Promedica Health System,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3655,Local CCP,Anthem Blue Cross and Blue Shield,COMMUNITY INSURANCE COMPANY,"WellPoint, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3659,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OHIO, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3660,Local CCP,SummaCare Medicare Advantage Plans,SUMMACARE INC.,Summa Health System,No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3664,Local CCP,PrimeTime Health Plan,AULTCARE INSURANCE COMPANY,Aultman Health Foundation,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3668,Local CCP,MediGold,"MOUNT CARMEL HEALTH PLAN, INC.",Trinity Health,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3672,Local CCP,The Health Plan,HOMETOWN HEALTH PLAN,Health Plan of the Upper Ohio Valley,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3706,Local CCP,Universal American Corp.,"TODAYS OPTIONS OF OKLAHOMA, INC.",Universal American Corp.,No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3708,Local CCP,Universal American Corp.,"SELECTCARE OF OKLAHOMA, INC.",Universal American Corp.,Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3712,Local CCP,Preferred Medical Plan,"PREFERRED MEDICAL PLAN, INC.","Preferred Medical Plan, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3749,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OKLAHOMA, INC.","UnitedHealth Group, Inc.",No,No,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3755,Local CCP,CommunityCare Senior Health Plan (HMO),"COMMUNITY CARE HMO, INC","CommunityCare Managed Healthcare Plans of OK, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3794,Local CCP,UnitedHealthcare,CARE IMPROVEMENT PLUS WISCONSIN INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3805,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF OREGON, INC.","UnitedHealth Group, Inc.",No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3810,Local CCP,CareSource,MID ROGUE INDEPENDENT PHYSICIAN ASSOCIATION,Mid Rogue IPA Holding Company,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3811,Local CCP,Samaritan Advantage Health Plan,"SAMARITAN HEALTH PLANS, INC.",Samaritan Health Services,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3812,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3813,Local CCP,"MODA Health Plan, Inc.","MODA HEALTH PLAN, INC.","Health Services Group, Inc.",No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3814,Local CCP,ATRIO Health Plans,ATRIO HEALTH PLANS,ATRIO Health Plans,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3815,Local CCP,Citizens Choice Healthplan,CITIZENS CHOICE HEALTHPLAN,Honored Citizens Choice Health Plan,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3817,Local CCP,Regence BlueCross BlueShield of Oregon,REGENCE BLUECROSS BLUESHIELD OF OREGON,"Cambia Health Solutions, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3818,Local CCP,"FamilyCare Health Plans, Inc.","FAMILYCARE HEALTH PLANS, INC.",FamilyCare Incorporated,Yes,No,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3822,Local CCP,"Blue Cross Blue Shield of IL, NM",HEALTH CARE SERVICE CORPORATION,Health Care Service Corporation,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3832,Local CCP,Akamai Advantage by HMSA,HAWAII MEDICAL SERVICE ASSOCIATION,Hawaii Medical Service Association,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3864,Local CCP,PacificSource Medicare,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Health Plans,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3887,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3907,Local CCP,UPMC Health Plan,"UPMC HEALTH PLAN, INC.",University of Pittsburgh Medical Center,Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3909,Local CCP,Personal Choice 65 PPO,QCC INSURANCE COMPANY,Independence Blue Cross,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3912,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3916,Local CCP,Highmark Health Services,HIGHMARK HEALTH SERVICES,Highmark,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3921,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",No,No,2.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3923,Local CCP,Capital Advantage Insurance Company,CAPITAL ADVANTAGE INSURANCE COMPANY,Capital BlueCross,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3924,Local CCP,Geisinger Gold,GEISINGER INDEMNITY INSURANCE COMPANY,Geisinger Health System,No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3928,Local CCP,"Coventry Health Care of Louisiana, Inc.","COVENTRY HEALTH CARE OF LOUISIANA, INC.",Aetna Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3931,Local CCP,Aetna Medicare,"AETNA HEALTH, INC, (PA)",Aetna Inc.,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3945,Local CCP,Cigna-HealthSpring,CIGNA HEALTH AND LIFE INSURANCE COMPANY,CIGNA,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3949,Local CCP,Cigna-HealthSpring,"BRAVO HEALTH PENNSYLVANIA, INC.",CIGNA,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3952,Local CCP,Keystone 65 HMO,"KEYSTONE HEALTH PLAN EAST, INC.",Independence Blue Cross,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3954,Local CCP,Geisinger Gold,GEISINGER HEALTH PLAN,Geisinger Health System,Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3957,Local CCP,"Keystone Health Plan West, Inc.","KEYSTONE HEALTH PLAN WEST, INC.",Highmark,No,No,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3959,Local CCP,HealthAmerica,"HEALTHAMERICA PENNSYLVANIA, INC.",Aetna Inc.,Yes,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3962,Local CCP,"Keystone Health Plan Central, Inc.","KEYSTONE HEALTH PLAN CENTRAL, INC.",Capital BlueCross,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3979,Local CCP,Blue Cross Blue Shield of OK,"GHS HEALTH MAINTENANCE ORGANIZATION, INC.",Health Care Service Corporation,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H3992,Demo,"ProCare Health Plan, Inc.","PROCARE HEALTH PLAN, INC.","Vanguard Health System, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4003,Local CCP,Medicare y Mucho Mßs,"MMM HEALTHCARE, INC.",InnovaCare Inc.,Yes,No,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4004,Local CCP,"Preferred Medicare Choice, Inc.","PREFERRED MEDICARE CHOICE, INC.",InnovaCare Inc.,Yes,No,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4005,Local CCP,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",Triple-S Management Corporation,No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4006,Local CCP,MCS Classicare,"MCS ADVANTAGE, INC.","Medical Card System, Inc.",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4007,Local CCP,"HUMANA HEALTH PLANS OF PUERTO RICO, INC.","HUMANA HEALTH PLANS OF PUERTO RICO, INC.",Humana Inc.,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4011,Local CCP,"First Medical Health Plan, Inc.","FIRST MEDICAL HEALTH PLAN, INC.","First Medical Health Plan, Inc.",No,No,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4012,Local CCP,"Triple-S Salud, Inc.","TRIPLE-S SALUD, INC.",Triple-S Management Corporation,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4036,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM INSURANCE COMPANIES, INC.","WellPoint, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4079,Demo,"UnitedHealthcare of Washington, Inc.","UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealth Group, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4102,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF NEW ENGLAND, INC.","UnitedHealth Group, Inc.",No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4123,Local CCP,MercyCare Health Plans,"MERCYCARE HMO, INC.","Mercy Alliance, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4125,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,No,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4141,Local CCP,"Humana Employers Health Plan of Georgia, Inc.","HUMANA EMPLOYERS HEALTH PLAN OF GEORGIA, INC.",Humana Inc.,Yes,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4145,Local CCP,"Humana Regional Health Plan, Inc.","HUMANA REGIONAL HEALTH PLAN, INC.",Humana Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4152,Local CCP,Blue Cross & Blue Shield of Rhode Island,BLUE CROSS & BLUE SHIELD OF RHODE ISLAND,Blue Cross & Blue Shield of Rhode Island,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4199,Local CCP,FLORIDA HEALTHCARE PLUS,"FLORIDA HEALTHCARE PLUS, INC.","Florida Healthcare Plus, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4209,Local CCP,Blue Cross Blue Shield of South Carolina,BLUECROSS AND BLUESHIELD OF SOUTH CAROLINA,BlueCross BlueShield of South Carolina (BCBSSC),No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4211,Local CCP,Amerigroup,"AMGP GEORGIA MANAGED CARE COMPANY, INC.","WellPoint, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4213,PFFS,ARKANSAS BLUE CROSS AND BLUE SHIELD,USABLE MUTUAL INSURANCE COMPANY,USAble Mutual Insurance Company,No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4227,Local CCP,"Vista Health Plan, Inc.","VISTA HEALTH PLAN, INC.",Independence Blue Cross,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4268,PFFS,America's 1st Choice Insurance Company of NC,"AMERICA'S 1ST CHOICE INSURANCE COMPANY OF NC, INC.","America's 1st Choice Holdings of N.C., LLC",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4270,Local CCP,UCare,"UCARE HEALTH, INC.",UCare Minnesota,No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4279,Local CCP,UPMC for You,"UPMC FOR YOU, INC",University of Pittsburgh Medical Center,Yes,No,Not enough data available,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4337,Demo,CoventryCares Advantage,"COVENTRY HEALTH CARE OF VIRGINIA, INC.",Aetna Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4346,Local CCP,CareMore Health Plan of Nevada,CAREMORE HEALTH PLAN OF NEVADA,"WellPoint, Inc.",Yes,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4406,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealth Group, Inc.",No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4407,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,Yes,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4408,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4454,Local CCP,Cigna-HealthSpring,"HEALTHSPRING OF TENNESSEE, INC.",CIGNA,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4456,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE PLAN OF THE RIVER VALLEY, INC.","UnitedHealth Group, Inc.",No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4461,Local CCP,"Cariten Health Plan, Inc.",CARITEN HEALTH PLAN INC.,Humana Inc.,Yes,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4465,Demo,"Independence Care System, Inc.","INDEPENDENCE CARE SYSTEM, INC.",Paraprofessional Healthcare Institute,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4506,Local CCP,Universal American Corp.,"SELECTCARE OF TEXAS, INC.",Universal American Corp.,No,No,3.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4510,Local CCP,"HUMANA HEALTH PLAN OF TEXAS, INC.","HUMANA HEALTH PLAN OF TEXAS, INC.",Humana Inc.,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4513,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4514,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE COMMUNITY PLAN OF TEXAS, LLC","UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4520,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4522,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4523,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (TX)",Aetna Inc.,No,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4524,Local CCP,Aetna Medicare,AETNA LIFE INSURANCE COMPANY,Aetna Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4525,Local CCP,FirstCare Advantage,"SHA, L.L.C",Covenant Health - Hendrick Medical Center,Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4527,Local CCP,PHYSICIANS HEALTH CHOICE,PHYSICIANS HEALTH CHOICE OF TEXAS LLC,"UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4528,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4564,1876 Cost,Scott and White Health Plan SeniorCare,SCOTT AND WHITE HEALTH PLAN,Scott and White Healthcare,No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4590,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE BENEFITS OF TEXAS, INC.","UnitedHealth Group, Inc.",Yes,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4604,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF UTAH, INC.","UnitedHealth Group, Inc.",No,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4605,Local CCP,Regence BlueCross BlueShield of Utah,REGENCE BLUECROSS BLUESHIELD OF UTAH,"Cambia Health Solutions, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4606,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4712,Demo,Idaho Care Plus,"BLUE CROSS OF IDAHO CARE PLUS, INC.","Blue Cross of Idaho Health Services, Inc.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4738,Local CCP,"America's 1st Choice Health Plans, Inc.","AMERICA'S 1ST CHOICE HEALTH PLANS, INC.","America's 1st Choice Holdings of S.C., LLC",No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4740,Demo,ArchCare Community Advantage,"CATHOLIC MANAGED LONG TERM CARE, INC.",Catholic Health Care System,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4754,Local CCP,PacificSource Medicare,"PACIFICSOURCE COMMUNITY HEALTH PLANS, INC.",PacificSource Health Plans,No,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4837,Local CCP,UnitedHealthcare Community Plan,"UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealth Group, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4866,Local CCP,Access Medicare,CUATRO LLC,Cuatro LLC.,Yes,No,2.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4871,Local CCP,Cigna-HealthSpring,"HEALTHSPRING LIFE & HEALTH INSURANCE COMPANY, INC.",CIGNA,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4875,Local CCP,Priority Health Medicare,PRIORITY HEALTH,Spectrum Health System,No,No,4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4876,Local CCP,Constellation Health,"CONSTELLATION HEALTH, LLC.","Constellation Health, LLC.",No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4909,Local CCP,Anthem Blue Cross and Blue Shield,"ANTHEM HEALTH PLANS OF VIRGINIA, INC.","WellPoint, Inc.",No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4910,Local CCP,Aetna Medicare,"AETNA HEALTH, INC. (PA)",Aetna Inc.,No,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4956,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5005,Local CCP,UnitedHealthcare,"UNITEDHEALTHCARE OF WASHINGTON, INC.","UnitedHealth Group, Inc.",No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5008,Local CCP,UnitedHealthcare,UNITEDHEALTHCARE INSURANCE COMPANY,"UnitedHealth Group, Inc.",Yes,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5009,Local CCP,Regence BlueShield,REGENCE BLUESHIELD,"Cambia Health Solutions, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5010,Local CCP,Asuris Northwest Health,ASURIS NORTHWEST HEALTH,"Cambia Health Solutions, Inc.",No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5041,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5042,Local CCP,CDPHP Medicare Choices,"CDPHP UNIVERSAL BENEFITS, INC.","Capital District Physicians' Health Plan, Inc.",No,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5048,Local CCP,"Coventry Health Care of Texas, Inc.","COVENTRY HEALTH CARE OF TEXAS, INC.",Aetna Inc.,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5050,Local CCP,Group Health Cooperative,GROUP HEALTH COOPERATIVE,Group Health Cooperative,No,No,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5087,Local CCP,Easy Choice Health Plan,EASY CHOICE HEALTH PLAN INC.,"WellCare Health Plans, Inc.",Yes,No,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5106,Local CCP,Highmark Health Insurance Company,HM HEALTH INSURANCE COMPANY,Highmark,No,No,3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5141,Local CCP,CarePoint Health Plans,CAREPOINT INSURANCE COMPANY,IJKG Opco LLC,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5151,Local CCP,The Health Plan,HEALTH PLAN OF THE UPPER OHIO VALLEY,Health Plan of the Upper Ohio Valley,Yes,No,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5172,Demo,Community Health Group,COMMUNITY HEALTH GROUP,Community Health Group,No,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5190,Local CCP,Advantage by Sunshine Health,"SUNSHINE STATE HEALTH PLAN, INC.",Centene Corporation,Yes,No,Plan too new to be measured,Plan too new to be measured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5207,Local CCP,Community Care,"COMMUNITY CARE HEALTH PLAN, INC.","Community Care, Inc.",Yes,No,Not enough data available,Not enough data available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5209,Local CCP,"Care Wisconsin Health Plan, Inc.","CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin First, Inc.",Yes,No,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5211,Local CCP,"Security Health Plan of Wisconsin, Inc.","SECURITY HEALTH PLAN OF WISCONSIN, INC.",Marshfield Clinic.,No,No,5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5214,Local CCP,Humana Insurance Company,HUMANA INSURANCE COMPANY,Humana Inc.,No,No,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5215,Local CCP,Network Health Medicare Advantage Plans,NETWORK HEALTH INSURANCE CORPORATION,"Ministry Health Care, Inc.",Yes,No,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
