2011 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,Health Plan’s Telephone Customer Service,,
H3814,Local CCP,ATRIO Health Plans,ATRIO MyAdvantage,59,44,80,78,70,61,64.33,73.37,75,66,72,44,94,18,69,80,79,43,62,79,18,42,66,86.35,87.47,76.64,92.89,83.03,81.94,0.12,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:14,90,82
H3815,Local CCP,Honored Citizens Choice Health Plan,Citizens Choice Healthplan,65,41,94,89,65,81,62.01,62.05,75,78,49,53,95,Not enough data available to calculate measure,65,87,66,49,54,58,8,38,58,82.56,86.26,68.04,88.88,82.37,85.78,0.17,100,78,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:01,90,77
H3817,Local CCP,The Regence Group,Regence BlueCross BlueShield of Oregon,79,50,89,87,80,89,72.99,78.96,70,76,76,48,97,21,69,83,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,87,33,35,53,88.1,90.55,77.83,Not enough data available to calculate measure,86.22,85.9,0.16,92,73,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:27,92,79
H3818,Local CCP,FamilyCare Incorporated,"FamilyCare Health Plans, Inc.",57,34,73,82,56,91,60.95,69.47,71,77,64,44,93,7,59,84,69,39,53,Not enough data available to calculate measure,14,31,55,83.28,87.32,74.6,88.04,84.46,79.78,0.42,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:36,88,63
H3832,Local CCP,,Akamai Advantage,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3864,Local CCP,"Clear One Health Plans, Inc.",Clear One Health Plans,70,57,90,86,75,91,70.62,83.67,62,79,79,47,96,15,79,83,86,61,63,84,35,37,55,85.8,88.99,78.07,88.32,86.24,81.68,0.52,100,90,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:54,91,69
H3887,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,57,30,76,80,36,85,55.37,52.62,Not enough data available to calculate measure,Not enough data available to calculate measure,55,46,87,Not enough data available to calculate measure,42,82,51,35,49,71,Not enough data available to calculate measure,29,66,79.01,88.36,71.89,83.09,83.48,76.57,2.04,82,82,63,0:37,90,68
H3907,Local CCP,University of Pittsburgh Medical Center,UPMC Health Plan,64,56,89,86,72,91,65.74,70.21,66,74,71,40,97,26,73,89,82,53,67,72,27,37,53,87.87,90.87,77.18,90.51,85.34,85.98,0.17,95,85,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:39,89,52
H3909,Local CCP,Independence Blue Cross,Personal Choice 65,73,65,91,89,68,92,73.73,72.98,69,77,78,51,97,18,66,87,43,49,37,80,35,34,56,87.49,91.48,76.46,Not enough data available to calculate measure,86.86,84.73,0.96,93,87,2,0:21,93,79
H3912,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,49,28,80,83,60,93,68.15,69.4,63,65,50,45,95,8,51,87,58,41,51,47,19,46,72,81.79,90,71.45,Not enough data available to calculate measure,82.99,79.72,0.72,Not enough data available to calculate measure,Not enough data available to calculate measure,63,0:34,90,68
H3916,Local CCP,Highmark Inc.,Highmark Inc.,75,57,90,89,76,91,70.57,74.7,69,78,74,47,96,22,74,87,78,54,63,76,33,41,54,86.42,90.26,76.54,Not enough data available to calculate measure,85.41,84.62,0.23,98,84,0,1:20,94,91
H3920,Local CCP,"UnitedHealth Group, Inc.",Unison Advantage,56,45,85,83,61,89,58.71,59.59,68,80,55,35,89,20,60,84,60,38,52,62,21,33,72,84.48,85.41,74.51,89.04,82.28,80.88,0.75,81,57,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:17,74,69
H3921,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2.32,Not enough data available to calculate measure,Not enough data available to calculate measure,63,0:38,90,68
H3923,Local CCP,Capital BlueCross,Capital Advantage Insurance Company,74,53,90,91,73,92,67.94,70.6,Not enough data available to calculate measure,Not enough data available to calculate measure,71,43,97,17,72,90,84,58,66,79,28,39,54,89.29,90.58,77.46,Not enough data available to calculate measure,87.01,83.95,0.45,95,71,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:32,91,77
H3924,Local CCP,Geisinger Health System,Geisinger Gold,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94,Not enough data available to calculate measure,92,67.36,70.56,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,96,Not enough data available to calculate measure,72,93,86,57,68,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,86.07,90.37,77.66,Not enough data available to calculate measure,86.14,85.12,0.62,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:19,89,80
H3931,Local CCP,Aetna Inc.,Aetna Medicare,72,62,94,94,77,92,71.7,75.48,68,79,76,47,96,17,74,91,81,61,70,78,31,32,54,85.94,91.43,75.55,87.39,84.17,80.09,0.63,97,94,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:16,86,52
H3949,Local CCP,"Bravo Health, Inc.",Bravo Health,63,42,86,84,65,91,63.05,62.17,68,79,47,39,91,11,58,87,70,49,44,60,19,33,62,80.95,88.48,71.04,84.85,80.87,79.42,0.77,95,74,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:30,91,87
H3952,Local CCP,Independence Blue Cross,Keystone 65,69,64,92,91,65,91,70.09,72.87,68,78,70,45,95,14,69,95,60,61,55,71,29,37,59,86.26,91.39,75.92,86.99,85.23,80.78,0.52,93,77,4,0:27,93,79
H3954,Local CCP,Geisinger Health System,Geisinger Gold,85,74,91,96,79,94,71.85,75.39,65,77,74,35,97,30,84,93,92,70,73,74,51,34,53,88.35,91.88,79.05,92.31,87.81,90.09,0.18,96,89,0,0:19,89,80
H3957,Local CCP,Highmark Inc.,"Keystone Health Plan West, Inc.",72,71,92,93,76,92,71.04,77.33,71,77,70,42,97,18,79,87,80,58,68,69,27,40,55,87.39,91.37,77.35,89.77,86.11,85.46,0.09,98,83,0,1:04,94,91
H3959,Local CCP,Coventry Health Care Inc.,HealthAmerica,69,75,96,95,71,91,70.18,73.16,66,78,73,40,96,35,83,90,87,73,79,78,44,32,53,85.93,90.84,73.76,89.64,83.13,83.36,0.26,93,67,31,0:51,84,82
H3962,Local CCP,Capital BlueCross,"Keystone Health Plan Central, Inc.",75,68,92,93,72,93,76.91,80.87,66,78,68,44,97,23,80,90,90,62,69,80,27,37,62,87.36,90.34,76.93,89.01,85.48,86.54,0.1,91,78,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:32,91,77
H3964,Local CCP,"Bravo Health, Inc.",Bravo Health,71,44,91,86,69,91,63.11,59.94,63,77,52,46,93,16,64,90,70,51,54,61,22,34,67,82.44,88.27,69.49,86.87,78.69,82.88,0.34,100,86,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:30,91,87
H4003,Local CCP,"Aveta, LLC.",Medicare y Mucho Mßs,70,53,91,88,51,91,33.77,21.01,62,76,65,54,95,14,49,83,54,46,61,35,28,36,68,84.29,92.4,70.58,91.37,87.83,90.74,0.18,78,72,25,0:32,88,40
H4004,Local CCP,"Aveta, LLC.","Preferred Medicare Choice, Inc.",72,53,90,86,49,89,32.15,19.91,70,75,58,52,95,10,52,86,52,39,60,27,25,40,73,83.78,93.19,73.34,90.5,88.91,91.1,0.1,94,71,26,0:19,87,41
H4005,Local CCP,Triple-S Management Corporation,"Triple-S Salud, Inc.",64,32,84,80,60,81,25.67,24.57,70,80,76,60,93,14,38,81,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,67,41,40,69,83.06,93.04,63.78,Not enough data available to calculate measure,87.28,85.11,0.4,99,59,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",2:53,87,35
H4006,Local CCP,"Medical Card System, Inc.",MCS Classicare,72,44,90,91,56,93,27.86,18.64,64,67,75,56,95,14,52,81,28,21,40,48,40,37,61,83.88,92.27,67.68,87.61,89.07,87.78,0.55,83,78,9,1:29,89,13
H4007,Local CCP,Humana Inc.,Humana Health Plans Of Puerto Rico Inc,68,35,89,86,42,97,32.95,22.14,72,79,61,53,94,9,42,79,37,23,45,29,17,43,68,84.46,91.56,70.64,90.89,87.76,92.4,0.57,78,61,25,1:52,90,64
H4011,Local CCP,"First Medical Health Plan, Inc.","First Medical Health Plan, Inc.",66,40,89,87,47,92,23.78,16.13,66,78,72,55,94,16,41,81,0,0,0 Footnote: Not reported. There were problems with the plan's data,46,35,37,65,84.87,91.96,68.39,Not enough data available to calculate measure,86.93,90.21,0.19,Not enough data available to calculate measure,Not enough data available to calculate measure,31,0:12,88,42
H4012,Local CCP,Triple-S Management Corporation,"Triple-S Salud, Inc.",66,35,88,84,46,89,34.51,19.3,70,71,59,51,94,18,42,82,16,9,18,53,29,42,64,81.07,92.92,72.4,86.95,89.28,87.14,0.34,93,46,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",2:53,87,35
H4036,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1.15,Not enough data available to calculate measure,Not enough data available to calculate measure,80,1:19,91,48
H4102,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,74,64,88,86,78,90,74.35,74.75,67,81,79,49,97,16,79,88,72,45,63,76,33,35,61,86.85,90.07,78.24,84.95,85.6,83.46,0.28,89,71,64,0:39,90,68
H4125,Local CCP,Arcadian Management Services Inc.,Arcadian Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,59.38,64.81,Not enough data available to calculate measure,Plan too small to be measured,53,30,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,27,41,79.61,90.43,68.92,84.48,83.01,76.52,0.78,Not enough data available to calculate measure,Not enough data available to calculate measure,51,0:44,90,62
H4141,Local CCP,Humana Inc.,"Humana Employers Health Plan of Georgia, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,2.44,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1:42,89,70
H4152,Local CCP,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,79,74,91,90,81,91,75.83,77.51,65,76,82,50,98,16,81,88,84,58,63,87,45,39,61,83.76,91.63,74.32,87.15,84.54,76.54,0.43,84,72,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:09,91,25
H4155,Local CCP,Public Health Trust of Miami-Dade County,JMH Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:36,88,62
H4209,Local CCP,BlueCross BlueShield of South Carolina (BCBSSC),Blue Cross Blue Shield of South Carolina,61,33,62,62,50,83,62.51,66.67,Not enough data available to calculate measure,Not enough data available to calculate measure,76,43,93,Not enough data available to calculate measure,40,69,10,10,0 Footnote: Measure was not reported by plan,61,Not enough data available to calculate measure,36,48,80.6,89.14,72.47,Not enough data available to calculate measure,82.49,73.62,1.09,88,62,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:19,94,61
H4213,PFFS,Arkansas Blue Cross Blue Shield,Arkansas Blue Cross - Medi-Pak Advantage,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0.73,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:28,94,89
H4268,PFFS,,America's 1st Choice Insurance Company of NC,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4270,Local CCP,UCare Minnesota,UCare,82,53,91,92,69,89,73.48,80.12,Not enough data available to calculate measure,Not enough data available to calculate measure,76,42,97,Not enough data available to calculate measure,69,90,71,50,59,94,Not enough data available to calculate measure,33,48,88.65,91.41,78.18,93.41,86.45,85.92,0.07,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:30,95,90
H4346,Local CCP,CareMore Medical Enterprises,CareMore Health Plan of Nevada,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,1.44,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,0:23,91,84
H4406,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,53,44,90,83,43,90,58.89,59.94,64,75,64,42,88,Not enough data available to calculate measure,51,90,66,43,53,Not enough data available to calculate measure,36,33,59,83.76,89.8,71.27,85.35,84.03,81.16,1.51,Not enough data available to calculate measure,Not enough data available to calculate measure,64,0:40,90,68
H4407,Local CCP,"HealthSpring, Inc.","Healthspring, Inc.",66,46,90,83,55,88,62.15,65.01,67,75,57,39,94,Not enough data available to calculate measure,53,87,73,45,53,Not enough data available to calculate measure,Not enough data available to calculate measure,33,53,85.51,89.24,70.46,88.93,83.08,82.92,0.69,94,91,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:16,90,62
H4408,Local CCP,Humana Inc.,Humana Insurance Company,64,28,89,86,54,91,61.71,62.2,Not enough data available to calculate measure,Not enough data available to calculate measure,72,44,96,Not enough data available to calculate measure,53,87,64,41,48,Not enough data available to calculate measure,Not enough data available to calculate measure,30,43,86.35,88.9,73.02,Not enough data available to calculate measure,82.37,81.43,1.26,100,83,25,1:47,89,70
H4454,Local CCP,"HealthSpring, Inc.",Healthspring,73,65,92,90,58,89,68.32,73.22,70,76,76,46,95,25,65,91,79,57,58,76,30,36,56,89.84,91.64,75.65,90.95,86.75,86.9,0.21,92,78,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:19,90,46
H4456,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,74,62,91,87,60,93,69.89,72.86,66,73,77,40,97,28,60,89,80,52,59,78,31,36,55,87.68,90.22,75.99,83.74,84.67,82.3,0.76,94,84,42,0:40,84,67
H4461,Local CCP,Humana Inc.,"Cariten Health Plan, Inc.",71,58,91,91,71,94,72.69,76.7,66,79,75,43,96,23,70,84,78,49,53,75,29,36,51,91.09,92.64,76.16,91.84,88.1,88.14,0.67,95,79,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:42,89,70
H4506,Local CCP,Universal American Corp.,Universal American,66,62,92,89,60,93,72.06,73.01,68,79,76,47,94,22,55,93,77,53,54,64,25,33,53,84.22,88.82,69.74,86.62,84.42,86.33,0.47,88,73,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:17,89,70
H4510,Local CCP,Humana Inc.,"Humana Health Plan of Texas, Inc.",66,47,92,91,59,94,62.84,63.82,63,77,69,50,95,23,62,91,82,63,68,72,25,41,53,84.3,87.87,69.01,85.66,82.56,86.06,0.43,94,60,25,1:47,89,70
H4513,Local CCP,"HealthSpring, Inc.",HealthSpring,67,56,89,91,53,90,66.17,68.23,66,75,68,45,94,23,57,92,74,55,59,63,22,40,55,84.42,89.16,71.83,88.84,84.63,85.56,0.34,88,80,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:10,88,52
H4514,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,49,37,86,87,26,86,58.17,55.42,66,81,49,49,87,14,33,88,64,45,50,61,22,36,66,77.36,86.48,68.13,84.11,79.16,78.73,0.8,87,95,64,0:39,90,68
H4520,Local CCP,Humana Inc.,Humana Insurance Company,60,40,89,86,60,90,66.23,64.46,67,74,74,50,96,22,53,88,71,53,59,80,36,39,51,84.83,87.61,70.65,Not enough data available to calculate measure,82.26,80.8,0.86,89,76,25,1:47,89,70
H4522,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,65,34,84,83,55,89,57.32,56.8,67,81,75,53,90,23,62,85,65,45,61,76,25,38,59,80.62,86.31,63.29,Not enough data available to calculate measure,83.38,84.28,0.45,79,43,64,0:39,90,68
H4523,Local CCP,Aetna Inc.,Aetna Medicare,63,53,90,90,55,92,59.05,58.33,65,75,65,49,92,Not enough data available to calculate measure,61,89,74,59,55,81,39,38,57,82.82,88.33,68.9,87.04,81.08,81.48,1.07,Not enough data available to calculate measure,Not enough data available to calculate measure,3,1:20,86,52
H4524,Local CCP,Aetna Inc.,Aetna Medicare,58,41,81,88,61,91,64.92,58.43,75,76,72,47,95,Not enough data available to calculate measure,61,87,74,55,62,72,Not enough data available to calculate measure,31,57,82.61,87.42,70.37,Not enough data available to calculate measure,82.67,78.44,1.3,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",1:20,86,52
H4525,Local CCP,Covenant Health System - Hendrick Health System,FirstCare Advantage,63,54,92,84,60,91,65.64,63.4,66,76,70,48,97,Not enough data available to calculate measure,66,90,62,45,50,92,43,39,54,83.06,90.78,71.81,87.37,83.68,86.59,0.42,100,94,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:54,90,86
H4527,Local CCP,"PSO Health Services, LLC",PHYSICIANS HEALTH CHOICE,68,42,91,91,66,94,59.65,55.44,65,75,70,52,94,29,60,91,64,51,50,74,21,36,58,85.4,87.45,70.84,92.18,83.81,88.09,0.33,49,86,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:24,91,75
H4528,Local CCP,"Bravo Health, Inc.",Bravo Health,64,41,90,90,62,93,50.67,51.76,67,73,54,44,90,27,57,91,55,40,46,65,25,36,66,81.72,91.55,66.81,85.64,81.86,81.68,0.92,Not enough data available to calculate measure,Not enough data available to calculate measure,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:31,91,87
H4529,Local CCP,Arcadian Management Services Inc.,Texas Community Care,61,30,84,85,36,92,55.36,53.35,69,72,65,46,88,18,46,91,38,24,44,74,24,34,61,83.31,89.7,69.15,88.25,83.39,81.92,0.45,96,72,52,0:45,90,62
H4564,1876 Cost,Scott and White,Scott and White Health Plan SeniorCare,81,77,90,94,77,87,77.72,84.51,64,76,80,51,97,22,78,92,88,77,64,90,27,36,63,86.5,91.67,79.02,91.34,88.81,90.93,0.08,63,95,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H4590,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,67,62,91,93,59,91,69.75,74.38,69,70,71,49,95,19,61,91,78,61,64,74,31,40,58,86.71,89.28,75,87.71,85.42,85.68,0.4,94,92,20,0:32,90,68
H4604,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,55,55,87,83,56,83,66.44,73.38,64,77,72,51,92,21,59,85,71,52,63,78,43,35,57,86.73,89.78,74.72,83.44,85.35,82.18,0.79,79,47,64,0:39,90,68
H4605,Local CCP,The Regence Group,Regence BlueCross BlueShield of Utah,71,39,82,83,74,88,68.93,75.69,65,77,77,52,96,24,63,83,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,0 Footnote: Measure was not reported by plan,87,41,37,49,87.25,89.57,75.6,Not enough data available to calculate measure,85.77,83.91,0.36,94,56,"No data available (see footnote) Footnote: No information is shown because Medicare did not audit this plan during the previous year. This is neither good nor bad, because Medicare does not always audit plans every year.",0:26,92,78
H4606,Local CCP,Humana Inc.,Humana Insurance Company,58,34,86,81,63,84,64.14,70.8,62,75,70,51,93,22,57,83,72,43,60,83,33,35,50,86.58,89.99,75.49,Not enough data available to calculate measure,85.05,83.19,0.55,98,76,25,1:51,89,70
H4738,Local CCP,,"America's 1st Choice Health Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
