2012 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,,,,,,,Ratings of Plan Responsiveness and Care,,,,,"Member Complaints, Problems Getting Services, and Choosing to Leave the Plan",,,Health Plan Customer Service,,
H4754,Local CCP,PacificSource Health Plans,PacificSource Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,90
H4785,PFFS,Humana Inc.,"Humana Health Benefit Plan of Louisiana, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,85
H4837,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare Community Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,50,26,29,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.70,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H4866,Local CCP,Cuatro LLC.,Access Medicare,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,75
H4875,Local CCP,Spectrum Health System,Priority Health Medicare,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,94,Not enough data available to calculate measure,77,76,Plan too new to be measured,Plan too new to be measured,No data available,98,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,75,88,81,57,50,76,No data available,No data available,12,87,79,90,88,87,0.61,80,Not enough data available to calculate measure,91,92,85
H4909,Local CCP,"WellPoint, Inc.",Anthem Blue Cross and Blue Shield,64,37,90,87,41,71,66,70,86,50,97,51,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,60,88,66,50,64,Not enough data available to calculate measure,36,51,14,86,76,90,85,85,0.75,60,6,Not enough data available to calculate measure,Not enough data available to calculate measure,69
H4910,Local CCP,Aetna Inc.,Aetna Medicare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,0,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H4956,Local CCP,Humana Inc.,Humana Insurance Company,70,45,78,72,64,56,57,Plan too new to be measured,Plan too new to be measured,50,96,19,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,55,83,45,26,35,70,36,57,13,84,71,88,86,83,0.82,100,13,100,85,85
H4971,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,67,41,Not enough data available to calculate measure,85,59,69,70,Plan too new to be measured,Plan too new to be measured,No data available,93,57,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,62,94,71,52,54,Not enough data available to calculate measure,No data available,No data available,11,86,79,85,87,85,0.94,60,15,Not enough data available to calculate measure,Not enough data available to calculate measure,83
H5005,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,69,62,89,88,66,68,76,68,78,48,95,50,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,20,68,92,82,54,61,79,35,63,12,84,79,86,87,83,0.47,40,8,89,76,82
H5006,PFFS,Munich American Holding Corporation,Sterling Life Insurance Company,62,Plan not required to report measure,80,81,66,65,64,64,75,45,93,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,59,74,49,33,Plan not required to report measure,59,33,52,13,90,79,91,87,87,1.16,60,17,91,90,72
H5008,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,60,49,84,87,56,68,71,66,75,50,95,53,76,57,43,19,63,87,79,49,54,86,35,67,10,82,77,84,85,85,0.67,60,5,58,100,Not enough data available to calculate measure
H5009,Local CCP,The Regence Group,Regence BlueShield,78,43,89,86,78,75,75,64,82,52,97,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,70,86,55,30,37,81,48,53,12,84,80,90,86,84,0.17,60,12,97,78,86
H5010,Local CCP,The Regence Group,Asuris Northwest Health,75,44,87,85,72,67,67,68,80,48,96,2,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,71,86,67,34,62,Not enough data available to calculate measure,36,47,8,85,80,92,87,84,0.76,60,16,Not enough data available to calculate measure,Not enough data available to calculate measure,86
H5016,Local CCP,Providence Health & Services,Providence Health Plans,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,88
H5041,Local CCP,Humana Inc.,Humana Insurance Company,68,32,82,85,68,66,68,Plan too new to be measured,Plan too new to be measured,36,96,24,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,55,86,63,43,53,75,33,46,14,82,75,86,86,82,0.49,100,11,94,82,85
H5042,Local CCP,"Capital District Physicians' Health Plan, Inc.",CDPHP Medicare Choices,76,45,89,90,75,72,67,Plan too new to be measured,Plan too new to be measured,50,97,81,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,75,88,84,56,72,83,34,51,15,88,79,92,87,86,0.18,80,10,100,87,98
H5050,Local CCP,Group Health Cooperative,Group Health Cooperative,80,75,90,89,80,80,84,66,80,53,96,78,99,59,46,22,88,98,91,63,69,84,32,63,11,90,83,93,89,90,0.11,80,1,98,94,94
H5087,Local CCP,Easy Choice Health Plan Inc.,Easy Choice Health Plan,54,39,86,85,60,69,40,Plan too new to be measured,Plan too new to be measured,59,95,17,49,18,16,Not enough data available to calculate measure,56,87,57,40,47,25,Not enough data available to calculate measure,66,11,Plan too small to be measured,65,Plan too small to be measured,Plan too small to be measured,81,0.17,80,25,Not enough data available to calculate measure,Not enough data available to calculate measure,80
H5096,Local CCP,"Universal Health Care Group, Inc.","Universal Health Care Insurance Company, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5106,Local CCP,Highmark Inc.,Highmark Health Insurance Company,66,40,84,86,66,75,71,69,79,40,96,50,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16,65,83,68,45,64,63,42,52,14,88,74,90,85,83,0.30,66,5,92,86,86
H5151,Local CCP,Health Plan of the Upper Ohio Valley,The Health Plan,75,56,86,89,73,75,69,67,77,38,97,9,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16,71,84,80,55,63,82,33,60,19,88,78,94,88,89,0.04,100,3,100,63,85
H5162,Local CCP,Munich American Holding Corporation,Sterling Life Insurance Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5.03,80,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,72
H5206,Local CCP,"Community Health Partnership, Inc.",Community Health Partnership,65,71,82,88,82,85,85,Not enough data available to calculate measure,Not enough data available to calculate measure,51,99,97,100,100,99,12,78,91,83,62,79,Not enough data available to calculate measure,39,86,10,89,84,92,91,91,0.11,80,12,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5207,Local CCP,"Community Care, Inc.",Community Care,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,100,100,100,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,100,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5209,Local CCP,"Care Wisconsin First, Inc.","Care Wisconsin Health Plan, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,80,87,Not enough data available to calculate measure,Not enough data available to calculate measure,47,Plan too small to be measured,Plan too small to be measured,99,100,93,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,38,89,Plan too small to be measured,Plan too small to be measured,80,87,88,90,0.20,60,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5211,Local CCP,Marshfield Clinic.,Advocare,85,78,93,92,80,73,79,67,81,45,97,83,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25,80,92,91,63,79,90,35,58,12,89,84,94,88,90,0.03,80,2,100,88,92
H5214,Local CCP,Humana Inc.,Humana Insurance Company,68,45,89,86,58,59,63,68,79,51,96,39,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25,54,85,62,44,55,77,29,57,13,89,71,86,86,84,0.63,80,14,99,88,85
H5215,Local CCP,Affinity Health System,Network Platinum Medicare Advantage Plans,78,56,94,91,72,77,78,68,81,47,96,64,83,90,81,16,71,87,87,59,67,85,33,58,13,89,82,93,88,88,0.05,100,3,97,60,96
H5216,Local CCP,Humana Inc.,Humana Insurance Company,71,47,89,89,68,72,76,72,86,50,96,58,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,62,90,39,32,44,87,34,49,15,86,82,86,88,84,0.38,100,20,100,79,85
H5253,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,75,66,88,89,62,69,77,65,80,49,94,51,77,73,71,17,65,90,81,54,67,85,36,55,11,88,82,83,87,87,0.29,40,6,88,81,83
H5256,1876 Cost,Medical Associates Clinic,Medical Associates Clinic Health Plan of Wisconsin,79,73,92,90,74,73,77,65,78,42,97,61,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,82,90,90,56,72,Benefit not offered by plan,31,57,Plan not required to report measure,90,82,92,91,93,0.00,100,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5262,Local CCP,Gundersen Lutheran Health System Inc.,"Gundersen Lutheran Health Plan, Inc.",84,82,91,92,88,81,82,73,77,51,98,83,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,25,87,96,94,70,83,91,35,60,27,91,86,94,92,93,0.00,80,1,98,77,95
H5264,1876 Cost,Dean Health Systems Inc.,"Dean Health Plan, Inc.",75,64,89,91,83,78,81,68,83,48,97,80,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Benefit not offered by plan,74,89,89,66,67,Benefit not offered by plan,37,59,0,88,84,93,88,91,0.07,100,2,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5291,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",52,46,84,84,51,65,69,Plan too new to be measured,Plan too new to be measured,49,94,37,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,53,85,71,52,46,70,35,51,10,86,79,82,86,85,0.59,80,17,Not enough data available to calculate measure,Not enough data available to calculate measure,84
H5294,Local CCP,Centene Corporation,Advantage by Superior HealthPlan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,No data available,Plan too small to be measured,Plan too small to be measured,43,22,17,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,No data available,No data available,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.83,60,28,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5302,Local CCP,Coventry Health Care Inc.,Coventry Health Care,73,61,91,88,59,60,57,Plan too small to be measured,Plan too small to be measured,49,93,56,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,59,87,69,44,57,Not enough data available to calculate measure,31,55,11,84,70,86,84,83,0.60,40,21,Not enough data available to calculate measure,Not enough data available to calculate measure,85
H5378,Local CCP,Universal American Corp.,Universal American Corp.,56,27,88,84,54,65,68,Plan too new to be measured,Plan too new to be measured,49,94,38,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,49,91,57,38,50,84,31,60,13,84,73,86,84,84,0.99,0,44,100,80,Not enough data available to calculate measure
H5402,Local CCP,"QHP Group, Inc.",Quality Health Plans,65,52,91,93,67,64,59,62,74,43,91,56,63,18,28,17,54,87,72,57,66,59,31,52,14,81,73,89,85,83,0.49,0,29,58,79,Not enough data available to calculate measure
H5404,Local CCP,"Universal Health Care Group, Inc.","Universal Health Care, Inc.",67,54,92,89,66,58,65,76,81,48,95,33,60,23,18,18,52,84,68,70,59,60,32,51,13,84,74,88,85,84,0.97,60,26,97,80,24
H5407,Local CCP,"UnitedHealth Group, Inc.","Citrus Health Care, Inc.",68,49,92,89,60,52,47,65,73,48,92,8,54,14,17,22,51,90,73,52,42,73,41,56,14,82,70,89,83,86,0.65,38,20,91,66,87
H5410,Local CCP,"HealthSpring, Inc.","HealthSpring of Florida, Inc.",89,87,100,99,94,69,46,63,74,55,99,78,No data available,No data available,No data available,61,88,98,91,52,56,83,39,64,12,94,84,95,95,95,0.13,44,7,76,67,88
H5414,Local CCP,Aetna Inc.,Aetna Medicare,76,71,93,92,66,65,64,67,78,50,96,50,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,67,90,84,62,74,73,42,48,11,85,76,89,85,81,0.62,0,22,100,91,Not enough data available to calculate measure
H5415,Local CCP,Humana Inc.,"Humana Health Insurance Company of FL, Inc.",78,57,90,93,66,Plan too small to be measured,Plan too small to be measured,72,81,52,98,18,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,60,86,75,60,67,Not enough data available to calculate measure,43,51,14,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,0.93,100,60,Not enough data available to calculate measure,Not enough data available to calculate measure,85
H5416,Local CCP,Arcadian Management Services Inc.,Arcadian Health Plan,65,52,89,86,41,62,65,71,75,40,92,40,34,7,10,9,50,85,55,38,46,78,29,52,10,80,77,88,86,83,0.65,0,25,85,75,Not enough data available to calculate measure
H5417,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,67,46,89,89,66,Plan too small to be measured,Plan too small to be measured,61,73,50,97,36,91,97,95,20,53,85,71,46,54,69,40,62,13,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1.94,40,1,87,84,Not enough data available to calculate measure
H5420,Local CCP,"Medica HealthCare Plans, Inc.","Medica HealthCare Plans, Inc.",77,49,99,97,74,50,49,61,70,62,97,3,96,93,93,14,76,91,72,52,51,50,43,68,22,89,71,92,87,92,0.30,80,11,26,91,70
H5421,PFFS,Universal American Corp.,Universal American Corp.,58,Plan not required to report measure,80,80,56,63,65,Not enough data available to calculate measure,Not enough data available to calculate measure,45,93,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,17,42,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,76,35,62,13,87,76,Plan too small to be measured,84,85,2.12,0,32,95,84,Not enough data available to calculate measure
H5422,Local CCP,"WellPoint, Inc.",Blue Cross Blue Shield Healthcare Plan of Georgia,61,56,83,86,50,62,67,73,80,48,92,64,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,59,90,85,54,66,Not enough data available to calculate measure,36,47,100 Footnote: Not reported. There were problems with the plan’s data,86,77,87,85,83,1.31,60,17,75,58,69
H5424,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,64,36,88,87,66,77,67,66,81,54,95,24,52,18,21,29,67,89,73,54,51,69,31,67,13,84,75,85,86,85,0.18,40,9,100,75,81
H5425,Local CCP,SCAN Health Plan,SCAN Health Plan,74,59,93,92,69,69,66,68,78,53,95,61,62,52,26,22,73,92,83,58,69,71,34,58,10,86,77,91,87,90,0.28,60,14,98,72,76
H5426,Local CCP,Humana Inc.,"Humana AdvantageCare Plan, Inc.",74,65,93,91,60,63,66,66,73,43,96,48,79,54,24,30,46,91,81,51,64,63,34,55,14,85,75,88,85,83,0.49,100,22,93,79,85
H5427,Local CCP,"America's 1st Choice Holdings of Florida, LLC","Freedom Health, Inc.",74,59,92,91,68,63,65,63,78,48,95,47,61,62,28,34,63,88,82,50,70,66,31,55,12,84,73,87,85,86,0.39,40,22,97,96,93
H5428,Local CCP,Health Plan of San Mateo,Health Plan of San Mateo,65,56,89,87,71,73,63,69,78,59,94,62,50,10,10,22,70,89,74,54,64,57,44,76,15,83,73,84,84,89,0.04,60,2,77,85,Not enough data available to calculate measure
H5429,Local CCP,"Universal Health Care Group, Inc.","Universal Health Care, Inc.",49,43,79,87,61,63,72,68,75,47,92,4,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,41,82,53,53,54,Not enough data available to calculate measure,36,49,13,82,78,87,82,78,0.98,80,38,Not enough data available to calculate measure,Not enough data available to calculate measure,24
H5430,Local CCP,Care1st Health Plan,"ONECare by Care1st Health Plan Arizona, Inc.",58,41,83,85,53,60,56,74,75,48,89,60,62,14,13,Not enough data available to calculate measure,59,88,61,44,50,Not enough data available to calculate measure,42,70,16,81,73,88,83,87,0.75,100,11,89,69,Not enough data available to calculate measure
H5431,Local CCP,"HealthSun Health Plans, Inc","HealthSun Health Plans, Inc.",55,45,95,96,62,55,42,68,79,60,96,0,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,16,53,87,88,43,85,51,Not enough data available to calculate measure,77,9,84,74,Plan too small to be measured,90,88,0.66,60,33,Not enough data available to calculate measure,Not enough data available to calculate measure,14
H5433,Local CCP,CalOptima,OneCare,64,62,84,92,61,66,53,70,77,57,90,62,76,7,9,16,75,93,82,62,67,60,31,66,12,85,74,88,85,87,0.16,80,10,91,93,Not enough data available to calculate measure
H5434,Local CCP,Blue Cross and Blue Shield of Florida,"Blue Cross and Blue Shield of Florida, Inc.",70,47,81,87,66,72,73,64,72,51,97,31,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,22,54,91,75,55,64,72,39,51,100 Footnote: Not reported. There were problems with the plan’s data,87,73,88,84,80,0.56,60,25,100,85,58
H5435,PFFS,"UnitedHealth Group, Inc.",UnitedHealthcare,63,Plan not required to report measure,83,83,62,58,67,63,79,44,94,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,19,51,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,79,37,53,11,88,74,87,86,84,1.17,20,7,95,85,82
H5439,Local CCP,"Health Net, Inc.",Health Net Life Insurance Company,71,63,88,90,66,74,78,62,79,51,97,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,67,88,74,59,75,Not enough data available to calculate measure,Not enough data available to calculate measure,53,15,83,78,83,86,81,0.52,0,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5440,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,71,83,48,Plan too small to be measured,Plan too small to be measured,52,53,25,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,30,74,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,60,26,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5470,Local CCP,Humana Inc.,Humana Insurance Company,68,34,80,89,57,68,69,Plan too new to be measured,Plan too new to be measured,No data available,96,43,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,68,89,29,13,37,75,No data available,No data available,15,86,78,85,87,84,0.64,100,10,95,84,85
H5471,Local CCP,"Simply Healthcare Holdings, Inc.","Simply Healthcare Plans, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5475,Local CCP,"Caidan Enterprises, Inc.",Health Plan of Michigan Gold Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure,Plan too new to be measured,Not enough data available to calculate measure
H5507,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,69,55,87,85,58,73,72,64,79,49,97,25,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18,61,89,74,48,61,89,42,54,12,86,77,87,86,84,0.60,60,22,93,80,83
H5508,Local CCP,Advantage Health Solutions,"ADVANTAGE Health Solutions, Inc.",64,49,86,82,61,78,81,69,76,47,97,27,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,14,50,85,58,45,45,Not enough data available to calculate measure,39,52,23,89,79,92,88,90,0.31,80,7,93,79,89
H5509,Local CCP,Coventry Health Care Inc.,COVENTRY HEALTH CARE,67,40,86,82,70,67,71,68,79,46,94,47,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,18,63,84,64,45,64,76,38,54,13,84,77,85,86,81,0.45,40,37,82,85,85
H5516,Local CCP,"UnitedHealth Group, Inc.",UnitedHealthcare,61,65,87,89,71,75,75,67,80,51,97,42,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,71,87,77,58,58,Not enough data available to calculate measure,32,58,13,88,77,88,87,86,0.13,60,17,Not enough data available to calculate measure,Not enough data available to calculate measure,83
