2010 Measure Star View: Medicare Part C Report Card Master Table ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5291,Local CCP,Humana Inc.,"Humana Health Plan, Inc.",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H5294,Local CCP,Centene Corporation,Advantage by SuperiorHealthPlan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,5 stars,3 out of 5 stars,4 out of 5 stars
H5301,Demo,Universal American Corp.,Universal American,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5302,Local CCP,Coventry Health Care Inc.,Advantra,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars
H5304,PFFS,"Wellpoint, Inc.",Empire BlueCross BlueShield,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5324,National PACE,HALE MAKUA,Maui PACE,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5378,Local CCP,Universal American Corp.,Universal American,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H5402,Local CCP,"Quality Health Plans, Inc.",Quality Health Plans,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,1 out of 5 stars
H5403,National PACE,On Lok Senior Health Services,On Lok Lifeways,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5404,Local CCP,Universal Health Care Inc.,"Universal Health Care, Inc.",3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars
H5405,National PACE,Center For Elders Independence,Center For Elders Independence,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5406,National PACE,Sutter Health Sacramento Sierra Region,Sutter SeniorCare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5407,Local CCP,"Citrus Health Care, Inc.","Citrus Health Care, Inc.",3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H5410,Local CCP,"HealthSpring, Inc.","HealthSpring of Florida, Inc.",5 stars,2 out of 5 stars,5 stars,5 stars,5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,5 stars,5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,5 stars,5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,Not available,5 stars,3 out of 5 stars,5 stars
H5414,Local CCP,Aetna Inc.,Aetna Medicare,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars
H5415,Local CCP,Humana Inc.,"Humana Health Insurance Company of FL, Inc.",3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,Not enough data available to calculate measure,1 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5416,Local CCP,Arcadian Management Services Inc.,Spokane Community Care,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H5417,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,3 out of 5 stars,Plan not required to report measure,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not available,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H5419,PFFS,"Wellpoint, Inc.",Anthem Blue Cross,1 out of 5 stars,Plan not required to report measure,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Plan not required to report measure,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5420,Local CCP,"Medica HealthCare Plans, Inc.","Medica HealthCare Plans, Inc.",4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,4 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,5 stars,2 out of 5 stars,4 out of 5 stars,5 stars,5 stars,5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not available,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars
H5421,PFFS,Universal American Corp.,Universal American,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars
H5422,Local CCP,"Wellpoint, Inc.",Blue Cross Blue Shield Healthcare Plan of Georgia,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure
H5424,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,2 out of 5 stars,Plan not required to report measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Plan not required to report measure,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,Not available,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars
H5425,Local CCP,"SCAN Health Plan, Inc.",SCAN Health Plan,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,2 out of 5 stars,5 stars,5 stars,5 stars
H5426,Local CCP,Humana Inc.,"Humana AdvantageCare Plan, Inc.",4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars
H5427,Local CCP,"America's 1st Choice Holdings of Florida, LLC","Freedom Health, Inc.",3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not available,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars
H5428,Local CCP,Health Plan of San Mateo,Health Plan of San Mateo,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,1 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not available,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5429,Local CCP,Universal Health Care Inc.,"Universal Health Care, Inc.",2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,4 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,1 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,5 stars,4 out of 5 stars,2 out of 5 stars
H5430,Local CCP,Care1st Health Plan,"ONECare by Care1st Health Plan Arizona, Inc.",1 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,Not enough data available to calculate measure,5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,5 stars,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not available,3 out of 5 stars,4 out of 5 stars,1 out of 5 stars
H5431,Local CCP,"HealthSun Health Plans, Inc","HealthSun Health Plans, Inc.",3 out of 5 stars,1 out of 5 stars,4 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,4 out of 5 stars,5 stars,3 out of 5 stars,5 stars,5 stars,5 stars,5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,2 out of 5 stars,5 stars,2 out of 5 stars,1 out of 5 stars
H5433,Local CCP,CalOptima,OneCare,1 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,5 stars,4 out of 5 stars,5 stars,Not enough data available to calculate measure,Not available,5 stars,3 out of 5 stars,4 out of 5 stars
H5434,Local CCP,Blue Cross and Blue Shield of Florida,"Blue Cross and Blue Shield of Florida, Inc.",4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,5 stars,3 out of 5 stars,5 stars,Not enough data available to calculate measure,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,2 out of 5 stars,1 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars,1 out of 5 stars
H5435,PFFS,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,2 out of 5 stars,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars,2 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,2 out of 5 stars,1 out of 5 stars,Plan not required to report measure,3 out of 5 stars,2 out of 5 stars,2 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,3 out of 5 stars,1 out of 5 stars,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,4 out of 5 stars,2 out of 5 stars,Not available,3 out of 5 stars,2 out of 5 stars,4 out of 5 stars
H5439,Local CCP,"Health Net, Inc.",Health Net Life Insurance Company,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,3 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,3 out of 5 stars,1 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H5440,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,1 out of 5 stars,2 out of 5 stars,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,3 out of 5 stars,2 out of 5 stars,3 out of 5 stars,1 out of 5 stars,2 out of 5 stars,2 out of 5 stars,4 out of 5 stars,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,4 out of 5 stars,4 out of 5 stars,3 out of 5 stars
H5444,Chronic Care,Davita Inc,"Rms Dm, Llc",Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H5445,Chronic Care,"Health Hero Network, Inc","Health Hero Network, Inc",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
