2010 Data View: Medicare Part C Report Card Master Table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Staying Healthy: Screenings, Tests and Vaccines",,,,,,,,,,,,Managing Chronic (Long Term) Conditions,,,,,,,Ratings of Health Plan Responsiveness and Care,,,,,,"Health Plan Members’ Complaints, Appeals, and Choosing to Leave the Health Plan",,,,,Health Plan’s Telephone Customer Service,,
H3623,Local CCP,Aetna Inc.,Aetna Medicare,62,47,85,66,87,63,67,Not enough data available to calculate measure,Not enough data available to calculate measure,68,44,94,Not enough data available to calculate measure,57,48,Not enough data available to calculate measure,Not enough data available to calculate measure,34,55,84,91,76,87,86,83,3.05,Not enough data available to calculate measure,Not enough data available to calculate measure,13,36,0:57,56,67
H3653,Local CCP,Promedica Health System,Paramount Elite,73,61,85,73,86,74,74,64,80,75,45,97,24,75,63,79,30,36,60,87,91,75,91,86,86,0.25,92,75,3,Not available,1:06,81,57
H3655,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,65,59,86,56,91,71,75,66,77,68,44,97,15,70,66,80,32,31,53,84,89,75,87,84,83,0.44,74,53,4,37,1:55,Not enough data available to calculate measure,Not enough data available to calculate measure
H3659,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,58,51,84,58,89,66,69,66,80,62,39,93,18,62,60,78,24,31,52,87,91,75,86,85,83,2.54,87,81,7,Not available,0:59,76,70
H3660,Local CCP,Summa Health System,SummaCare,74,56,90,71,91,78,79,69,77,73,42,97,27,72,63,71,29,37,53,88,90,79,90,87,89,0.89,97,73,4,Not available,0:46,87,81
H3664,Local CCP,McKinley Life Insurance Company,PrimeTime Health Plan,78,64,93,72,92,78,78,63,75,75,42,96,18,75,62,82,26,33,51,89,91,78,94,88,89,0.04,59,78,5,Not available,0:26,84,63
H3668,Local CCP,Trinity Health,MediGold,68,53,87,59,88,73,67,66,80,68,41,97,19,72,56,81,27,36,51,90,91,76,95,88,92,0.50,97,86,2,Not available,0:56,82,80
H3672,Local CCP,Health Plan of the Upper Ohio Valley,The Health Plan,67,53,88,70,85,73,69,66,75,71,37,96,23,68,64,76,31,34,57,89,92,78,94,87,90,Not enough data available to calculate measure,94,81,3,22,0:06,86,76
H3706,Local CCP,Universal American Corp.,Universal American,63,49,85,53,83,72,66,64,74,64,41,84,16,60,54,45,16,32,55,77,90,75,78,84,80,7.68,83,88,14,7,1:54,68,15
H3708,Local CCP,Universal American Corp.,Universal American,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,7,1:30,74,18
H3709,Local CCP,Health Care Service Corporation,HISC - Blue Cross And Blue Shield Of Oklahoma,63,28,82,45,84,69,68,Not enough data available to calculate measure,Not enough data available to calculate measure,70,38,92,Not enough data available to calculate measure,41,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,30,47,82,90,73,Not enough data available to calculate measure,83,78,2.82,88,87,16,Not available,0:44,79,48
H3749,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,62,55,83,52,90,73,78,65,77,74,43,94,17,63,62,65,21,32,51,86,90,75,84,85,85,2.58,98,95,5,Not available,0:54,76,71
H3755,Local CCP,"CommunityCare Managed Healthcare Plans of OK, Inc.",CommunityCare Senior Health Plan,65,58,85,71,75,76,78,67,77,71,42,96,25,64,0,78,27,35,45,86,90,78,93,86,88,0.26,86,82,2,Not available,0:44,80,86
H3805,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,73,57,91,50,91,77,84,66,75,70,46,95,18,78,62,83,22,38,51,86,89,79,86,86,83,0.95,94,82,6,Not available,1:17,75,70
H3809,National PACE,Providence Health System,Providence ElderPlace Portland,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3810,Local CCP,Mid Rogue Community Health Plan,CareSource,66,55,90,68,92,58,69,Not enough data available to calculate measure,Not enough data available to calculate measure,80,53,95,Not enough data available to calculate measure,67,63,80,28,45,57,88,90,79,92,85,88,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,3,Not available,0:11,80,88
H3811,Local CCP,Samaritan Health Services,Samaritan Advantage Health Plan,66,40,83,73,90,71,76,Not enough data available to calculate measure,Not enough data available to calculate measure,63,44,96,Not enough data available to calculate measure,71,57,83,32,38,59,87,90,80,92,88,88,0.31,91,Not enough data available to calculate measure,2,14,0:52,73,89
H3812,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,61,Plan not required to report measure,84,51,89,64,72,Not enough data available to calculate measure,Not enough data available to calculate measure,64,43,90,22,47,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,27,48,85,90,79,Not enough data available to calculate measure,87,82,4.90,91,100,12,Not available,0:57,75,66
H3813,Local CCP,The ODS Companies (ODS),"ODS Health Plan, Inc.",82,41,86,69,88,72,76,Not enough data available to calculate measure,Not enough data available to calculate measure,84,52,95,Not enough data available to calculate measure,71,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,44,43,86,90,79,Not enough data available to calculate measure,86,87,0.26,91,62,10,Not available,0:14,67,64
H3814,Local CCP,ATRIO Health Plans,ATRIO MyAdvantage,59,44,76,63,68,68,77,Not enough data available to calculate measure,Not enough data available to calculate measure,64,42,94,22,67,57,76,Not enough data available to calculate measure,36,70,84,90,77,90,85,82,0.11,Not enough data available to calculate measure,Not enough data available to calculate measure,22,17,0:28,74,82
H3815,Local CCP,Honored Citizens Choice Health Plan,Citizens Choice Healthplan,50,26,90,53,76,66,53,Not enough data available to calculate measure,Not enough data available to calculate measure,49,52,93,Not enough data available to calculate measure,64,53,39,Not enough data available to calculate measure,Not enough data available to calculate measure,63,77,89,70,90,83,88,1.21,100,91,12,Not available,0:11,86,77
H3817,Local CCP,The Regence Group,Regence BlueCross BlueShield of Oregon,81,Plan not required to report measure,85,81,89,74,80,Not enough data available to calculate measure,Not enough data available to calculate measure,75,47,97,22,69,Plan not required to report measure,82,37,39,52,87,90,79,Not enough data available to calculate measure,87,88,0.17,98,81,3,Not available,0:21,78,66
H3818,Local CCP,FamilyCare Incorporated,"FamilyCare Health Plans, Inc.",52,27,82,53,89,63,68,Not enough data available to calculate measure,Not enough data available to calculate measure,59,44,92,Not enough data available to calculate measure,61,50,Not enough data available to calculate measure,Not enough data available to calculate measure,32,66,82,89,78,87,85,82,0.11,Not enough data available to calculate measure,Not enough data available to calculate measure,8,Not available,0:27,70,59
H3864,Local CCP,"Clear One Health Plans, Inc.",Clear One Health Plans,72,53,87,74,90,79,83,64,79,78,46,96,22,73,62,79,31,37,45,85,90,77,86,86,83,0.45,90,67,6,55,4:24,80,49
H3871,Local CCP,Red Medica De Puerto Rico Inc.,RedMed,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H3887,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Not enough data available to calculate measure,Not enough data available to calculate measure,79,Not enough data available to calculate measure,86,51,45,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,82,Not enough data available to calculate measure,50,50,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,77,89,74,82,78,77,10.60,Not enough data available to calculate measure,Not enough data available to calculate measure,24,Not available,0:37,76,76
H3907,Local CCP,University of Pittsburgh Medical Center,UPMC Health Plan,62,56,86,70,91,71,70,67,78,67,44,94,24,68,67,72,26,36,51,87,91,77,90,86,87,0.40,99,71,4,15,0:34,86,82
H3908,National PACE,Trustees of the University of Pennsylvania,Trustees Of The University Of Pennsylvania,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3909,Local CCP,Independence Blue Cross,Personal Choice 65,73,59,89,68,91,78,77,64,79,79,49,97,Not enough data available to calculate measure,56,Plan not required to report measure,81,37,39,58,82,91,73,Not enough data available to calculate measure,85,83,1.09,88,74,16,30,1:00,78,82
H3912,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,48,Plan not required to report measure,70,67,93,75,66,Not enough data available to calculate measure,Not enough data available to calculate measure,45,40,93,2,45,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,75,80,88,73,Not enough data available to calculate measure,85,80,4.82,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:41,78,67
H3916,Local CCP,Highmark Inc.,Highmark Inc.,74,Plan not required to report measure,88,63,90,72,72,69,79,77,46,96,20,68,Plan not required to report measure,75,29,37,48,86,90,77,Not enough data available to calculate measure,87,86,0.77,96,81,4,22,1:08,89,95
H3917,National PACE,"Pittsburgh Care Partnership, Inc.",Community LIFE,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3918,National PACE,Living Independence for the Elderly,LIFE Pittsburgh,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3919,National PACE,St. Agnes Continuing Care Center,Mercy LIFE,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3920,Local CCP,"UnitedHealth Group, Inc.",Unison Advantage,53,28,83,59,88,60,60,Not enough data available to calculate measure,Not enough data available to calculate measure,51,30,88,20,65,58,70,22,Not enough data available to calculate measure,74,83,91,75,85,84,82,2.70,82,73,16,Not available,0:21,59,52
H3921,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,16,Not available,0:47,73,79
H3923,Local CCP,Capital BlueCross,Capital Advantage Insurance Company,74,Plan not required to report measure,89,68,90,75,71,Not enough data available to calculate measure,Not enough data available to calculate measure,71,42,97,Not enough data available to calculate measure,75,Plan not required to report measure,88,Not enough data available to calculate measure,36,50,85,89,77,Not enough data available to calculate measure,85,83,0.56,100,78,12,13,0:54,78,82
H3924,Local CCP,Geisinger Health System,Geisinger Gold,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,5.66,Not enough data available to calculate measure,Not enough data available to calculate measure,11,Not available,0:16,82,70
H3925,National PACE,"Pennsylvania PACE, Inc.",Senior LIFE Johnstown,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3931,Local CCP,Aetna Inc.,Aetna Medicare,72,59,93,76,91,77,77,73,79,74,43,95,18,78,69,81,29,38,55,85,92,76,86,85,82,2.44,93,87,9,36,0:57,56,67
H3942,National PACE,Elderhaus Inc.,Elderhaus PACE,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H3949,Local CCP,"Bravo Health, Inc.",Bravo Health,57,43,81,60,93,59,61,63,74,47,46,90,13,67,46,66,22,33,67,79,90,70,85,81,79,2.84,68,82,9,29,0:27,71,80
H3952,Local CCP,Independence Blue Cross,Keystone 65,67,65,90,64,91,76,73,65,78,69,44,96,17,73,70,72,30,37,59,86,91,76,87,86,84,1.33,88,83,4,26,0:57,78,82
H3954,Local CCP,Geisinger Health System,Geisinger Gold,84,68,92,77,98,73,73,67,82,71,38,97,32,83,70,69,44,34,53,89,93,80,92,88,88,0.28,97,83,3,10,0:16,82,70
H3957,Local CCP,Highmark Inc.,"Keystone Health Plan West, Inc.",71,65,90,67,92,77,80,68,81,67,44,97,18,74,70,70,26,38,58,88,92,77,92,86,87,0.28,98,85,3,22,1:10,87,96
H3959,Local CCP,Coventry Health Care Inc.,HealthAmerica Advantra,69,72,94,69,90,70,71,64,81,70,41,96,33,83,80,75,35,33,51,86,91,75,88,86,85,1.33,94,66,6,13,1:34,75,73
H3962,Local CCP,Capital BlueCross,"Keystone Health Plan Central, Inc.",78,67,91,65,93,82,82,71,79,69,43,97,24,82,68,77,25,42,58,89,92,77,91,87,88,0.68,74,80,4,9,0:48,78,82
H3964,Local CCP,"Bravo Health, Inc.",Senior Partners,61,41,86,58,93,64,57,65,81,48,45,93,15,70,46,72,19,34,65,82,89,69,88,81,82,0.99,67,85,7,29,0:24,76,65
H4003,Local CCP,"Aveta, LLC.",Medicare y Mucho Mßs,67,46,90,49,91,37,19,65,75,62,52,94,12,50,45,33,14,41,66,85,93,71,90,89,93,0.31,98,70,10,0,0:26,77,25
H4004,Local CCP,"Aveta, LLC.","Preferred Medicare Choice, Inc.",67,49,88,47,88,33,16,65,77,62,53,95,12,51,49,26,22,35,72,84,92,73,91,89,92,0.32,92,71,15,0,0:18,72,27
H4005,Local CCP,Triple-S Management Corporation,"Triple-S Salud, Inc.",67,36,91,63,92,29,25,64,82,80,60,96,18,51,Plan not required to report measure,48,41,38,67,86,93,66,Not enough data available to calculate measure,87,92,0.70,96,74,4,4,3:22,70,14
H4006,Local CCP,"Medical Card System, Inc.",MCS Classicare,68,38,88,55,92,32,22,67,72,64,55,94,32,36,19,36,37,38,66,82,92,69,85,88,89,1.29,90,79,11,Not available,3:17,77,0
H4007,Local CCP,Humana Inc.,Humana Health Plans Of Puerto Rico Inc,67,32,86,36,97,28,19,Not enough data available to calculate measure,Not enough data available to calculate measure,58,54,93,8,37,40,39,25,Not enough data available to calculate measure,63,82,93,73,85,87,87,0.90,76,64,29,11,1:14,74,56
H4008,PFFS,Humana Inc.,"Humana Insurance Of Puerto Rico, Inc",Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,36,11,1:19,77,64
H4009,Local CCP,"SDM Healthcare Management, Inc.",Salud Dorada con Medicare,Not enough data available to calculate measure,16,83,25,86,29,19,Not enough data available to calculate measure,Not enough data available to calculate measure,66,49,95,Not enough data available to calculate measure,47,63,36,Not enough data available to calculate measure,41,70,80,93,72,89,89,86,0.84,Not enough data available to calculate measure,Not enough data available to calculate measure,32,17,1:32,67,17
H4011,Local CCP,First Medical Health Plan,"First Medical Health Plan, Inc.",65,35,88,46,91,20,16,Not enough data available to calculate measure,Not enough data available to calculate measure,68,58,94,25,60,Plan not required to report measure,49,33,38,64,80,92,66,Not enough data available to calculate measure,85,85,1.22,Not enough data available to calculate measure,Not enough data available to calculate measure,14,Not available,1:00,78,14
H4012,Local CCP,Triple-S Management Corporation,"Triple-S Salud, Inc.",59,33,81,44,86,31,16,Not enough data available to calculate measure,Not enough data available to calculate measure,56,52,93,17,42,17,47,25,45,67,83,91,71,86,85,85,1.10,100,Not enough data available to calculate measure,Not enough data available to calculate measure,2,3:14,70,14
H4036,Local CCP,"Wellpoint, Inc.",Anthem Blue Cross and Blue Shield,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,21,38,1:58,Not enough data available to calculate measure,Not enough data available to calculate measure
H4102,Local CCP,"UnitedHealth Group, Inc.",SecureHorizons by UnitedHealthcare,74,65,90,78,90,75,69,69,81,76,46,97,16,66,64,73,37,42,63,85,90,75,83,86,83,1.34,83,79,3,Not available,1:17,75,72
H4105,National PACE,PACE Organization of Rhode Island,Pace Organization Of Rhode Island,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H4106,Local CCP,"UnitedHealth Group, Inc.",Evercare« by UnitedHealthcare,Not enough data available to calculate measure,46,82,68,86,72,71,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,94,Not enough data available to calculate measure,63,58,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,87,92,76,88,83,84,4.25,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,0:50,78,67
H4125,Local CCP,Arcadian Management Services Inc.,Arcadian Health Plan,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,62,62,Not enough data available to calculate measure,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,77,88,70,81,83,79,6.62,Not enough data available to calculate measure,Not enough data available to calculate measure,23,16,0:49,81,34
H4141,Local CCP,Humana Inc.,"Humana Employers Health Plan of Georgia, Inc.",Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4142,National PACE,Cherokee Nation Comprehensive Care Agency,Cherokee Elder Care,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Plan not required to report measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
H4152,Local CCP,Blue Cross & Blue Shield of Rhode Island,Blue Cross & Blue Shield of Rhode Island,79,68,89,81,90,80,79,64,77,79,48,98,15,75,67,80,42,36,63,86,91,75,90,86,83,0.61,84,79,2,29,0:42,74,19
H4155,Local CCP,Public Health Trust of Miami-Dade County,JMH Health Plan,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured,Plan too new to be measured
H4203,National PACE,Palmetto Health Alliance,Palmetto SeniorCare,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Plan too small to be measured,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure,Not available,Not enough data available to calculate measure,Not enough data available to calculate measure,Not enough data available to calculate measure
